model_id,model_type,model_path,model_sha256,trained_at_utc,trained_rows,trained_year_min,trained_year_max,trained_date_max,feature_count,base_models
pure_baseball_blend_trees_2026-05-12T002540Z0000,pure_baseball_blend_trees,/Users/dougboehm/Baseball Code/win_probability/models/win_prob_blend_trees.pkl,30de2953cb0efc214d8407648f47bcd45a1bf677a2f7517531beb1c4c94d3c1e,2026-05-12T00:25:40+00:00,25746,2015,2026,2026-05-09,100,"xgboost,lightgbm,catboost"
pure_baseball_blend_trees_2026-05-12T005737Z0000,pure_baseball_blend_trees,/Users/dougboehm/Baseball Code/win_probability/models/win_prob_blend_trees.pkl,bd31de41f4727b37efb562f4c6420872202d74530036404871424d526337f558,2026-05-12T00:57:37+00:00,25746,2015,2026,2026-05-09,100,"xgboost,lightgbm,catboost"
pure_baseball_blend_trees_2026-05-12T020413Z0000,pure_baseball_blend_trees,/Users/dougboehm/Baseball Code/win_probability/models/win_prob_blend_trees.pkl,87cd0c6a2faa94f4e2f8a79425250cd127dae12795f9e542a7e834a86b27846e,2026-05-12T02:04:13+00:00,25746,2015,2026,2026-05-09,109,"xgboost,lightgbm,catboost"
pure_baseball_blend_trees_2026-05-12T023114Z0000,pure_baseball_blend_trees,/Users/dougboehm/Baseball Code/win_probability/models/win_prob_blend_trees.pkl,f3416688d436bb6f8849bbef3d20edfab61e5163abfa75958399937eea178332,2026-05-12T02:31:14+00:00,25746,2015,2026,2026-05-09,109,"xgboost,lightgbm,catboost"
pure_baseball_blend_trees_2026-05-12T142034Z0000,pure_baseball_blend_trees,/Users/dougboehm/Baseball Code/win_probability/models/win_prob_blend_trees.pkl,7712630b113f297917c536d2d743e4507839ceb241f9d239d775c9c1c175b908,2026-05-12T14:20:34+00:00,25767,2015,2026,2026-05-11,106,"xgboost,lightgbm,catboost"
pure_baseball_blend_trees_2026-05-12T143329Z0000,pure_baseball_blend_trees,/Users/dougboehm/Baseball Code/win_probability/models/win_prob_blend_trees.pkl,d1c35fd04a89e2fdfc0dd3f8db7b3f9dd2988e4a555b4305d1c8ee0a924097a4,2026-05-12T14:33:29+00:00,25767,2015,2026,2026-05-11,106,"cat_current,cat_reg"
pure_baseball_blend_trees_2026-05-12T145311Z0000,pure_baseball_blend_trees,/Users/dougboehm/Baseball Code/win_probability/models/win_prob_blend_trees.pkl,56da24486ad875795e7a674dbca77072b4061c53c3e5c9f8f03762ac80dfa78e,2026-05-12T14:53:11+00:00,25773,2015,2026,2026-05-11,106,"cat_current,cat_reg"
pure_baseball_blend_trees_2026-05-12T150618Z0000,pure_baseball_blend_trees,/Users/dougboehm/Baseball Code/win_probability/models/win_prob_blend_trees.pkl,aa81ceb49d11abd1e72096f0f9677ab739637634c24f57aae1a7c96945a7754a,2026-05-12T15:06:18+00:00,25773,2015,2026,2026-05-11,106,"cat_current,cat_reg"
pure_baseball_blend_trees_2026-05-12T161847Z0000,pure_baseball_blend_trees,/Users/dougboehm/Baseball Code/win_probability/models/win_prob_blend_trees.pkl,522ff5e5bf171ba7bad0ca3be1c821c9ab297f32822692db1f4fd3382a319be4,2026-05-12T16:18:47+00:00,25773,2015,2026,2026-05-11,106,"cat_current,cat_reg"
