Date,home_team,away_team,home_win,prob_home_win,predicted_winner,correct,confidence
2025-04-05,PIT,NYY,0,0.5424895584583282,PIT,0,0.5424895584583282
2025-04-05,ATL,MIA,0,0.6896057486534118,ATL,0,0.6896057486534118
2025-04-05,WSN,ARI,1,0.412839275598526,ARI,0,0.587160724401474
2025-04-05,SFG,SEA,1,0.6861672878265381,SFG,1,0.6861672878265381
2025-04-05,CHC,SDP,1,0.4628611862659454,SDP,0,0.5371388137340546
2025-04-05,TEX,TBR,1,0.6615327954292297,TEX,1,0.6615327954292297
2025-04-05,DET,CHW,1,0.639428687095642,DET,1,0.639428687095642
2025-04-05,KCR,BAL,0,0.5993855237960816,KCR,0,0.5993855237960816
2025-04-05,MIL,CIN,0,0.3797329545021057,CIN,1,0.6202670454978942
2025-04-05,LAA,CLE,1,0.32403218150138857,CLE,0,0.6759678184986114
2025-04-05,COL,ATH,0,0.4354590535163879,ATH,1,0.5645409464836121
2025-04-05,NYM,TOR,1,0.571689224243164,NYM,1,0.571689224243164
2025-04-05,MIN,HOU,1,0.5383768558502198,MIN,1,0.5383768558502198
2025-04-06,PIT,NYY,1,0.38860571980476377,NYY,0,0.6113942801952362
2025-04-06,KCR,BAL,1,0.6494986891746521,KCR,1,0.6494986891746521
2025-04-06,PHI,LAD,1,0.5333470344543457,PHI,1,0.5333470344543457
2025-04-06,BOS,STL,1,0.5784437179565429,BOS,1,0.5784437179565429
2025-04-06,BOS,STL,1,0.600050950050354,BOS,1,0.600050950050354
2025-04-06,DET,CHW,1,0.5256508946418762,DET,1,0.5256508946418762
2025-04-06,BOS,STL,1,0.6541508674621582,BOS,1,0.6541508674621582
2025-04-06,BOS,STL,1,0.6541508674621582,BOS,1,0.6541508674621582
2025-04-06,LAA,CLE,1,0.4649562656879425,CLE,0,0.5350437343120575
2025-04-06,MIL,CIN,1,0.6984833240509033,MIL,1,0.6984833240509033
2025-04-06,CHC,SDP,0,0.5182453036308289,CHC,0,0.5182453036308289
2025-04-06,TEX,TBR,1,0.3345992028713226,TBR,0,0.6654007971286774
2025-04-06,MIN,HOU,0,0.4660093545913696,HOU,1,0.5339906454086304
2025-04-06,NYM,TOR,1,0.6789214849472046,NYM,1,0.6789214849472046
2025-04-06,WSN,ARI,1,0.30601394176483154,ARI,0,0.6939860582351685
2025-04-06,BOS,STL,1,0.5784437179565429,BOS,1,0.5784437179565429
2025-04-06,BOS,STL,1,0.600050950050354,BOS,1,0.600050950050354
2025-04-06,BOS,STL,1,0.6541508674621582,BOS,1,0.6541508674621582
2025-04-06,BOS,STL,1,0.6541508674621582,BOS,1,0.6541508674621582
2025-04-06,SFG,SEA,1,0.3723418414592743,SEA,0,0.6276581585407257
2025-04-06,COL,ATH,1,0.6241346955299377,COL,1,0.6241346955299377
2025-04-07,WSN,LAD,1,0.4503210365772247,LAD,0,0.5496789634227752
2025-04-07,PIT,STL,1,0.49346957802772523,STL,0,0.5065304219722748
2025-04-07,BOS,TOR,0,0.5329504609107971,BOS,0,0.5329504609107971
2025-04-07,CHC,TEX,1,0.34716675877571107,TEX,0,0.652833241224289
2025-04-07,ARI,BAL,0,0.6149986505508422,ARI,0,0.6149986505508422
2025-04-07,SEA,HOU,1,0.5430939793586731,SEA,1,0.5430939793586731
2025-04-07,KCR,MIN,1,0.5210660815238952,KCR,1,0.5210660815238952
2025-04-07,SFG,CIN,0,0.5430939793586731,SFG,0,0.5430939793586731
2025-04-07,DET,NYY,1,0.4388160526752472,NYY,0,0.5611839473247529
2025-04-07,NYM,MIA,1,0.6540907979011535,NYM,1,0.6540907979011535
2025-04-08,DET,NYY,1,0.6526744723320007,DET,1,0.6526744723320007
2025-04-08,PIT,STL,0,0.6136346936225892,PIT,0,0.6136346936225892
2025-04-08,NYM,MIA,1,0.6977582454681397,NYM,1,0.6977582454681397
2025-04-08,COL,MIL,0,0.44737701416015624,MIL,1,0.5526229858398437
2025-04-08,CLE,CHW,1,0.5844378232955932,CLE,1,0.5844378232955932
2025-04-08,WSN,LAD,1,0.3971035063266754,LAD,0,0.6028964936733245
2025-04-08,ATL,PHI,1,0.5406783223152161,ATL,1,0.5406783223152161
2025-04-08,TBR,LAA,0,0.5230464220046998,TBR,0,0.5230464220046998
2025-04-08,KCR,MIN,1,0.3773451209068298,MIN,0,0.6226548790931702
2025-04-08,CHC,TEX,1,0.5844378232955932,CHC,1,0.5844378232955932
2025-04-08,SEA,HOU,0,0.45649802684783936,HOU,1,0.5435019731521606
2025-04-08,ARI,BAL,1,0.6873610377311706,ARI,1,0.6873610377311706
2025-04-08,SFG,CIN,0,0.5125282883644104,SFG,0,0.5125282883644104
2025-04-08,BOS,TOR,0,0.7072646617889404,BOS,0,0.7072646617889404
2025-04-09,CHC,TEX,0,0.4117326021194458,TEX,1,0.5882673978805542
2025-04-09,ATL,PHI,0,0.5383768558502198,ATL,0,0.5383768558502198
2025-04-09,COL,MIL,0,0.4562514126300812,MIL,1,0.5437485873699188
2025-04-09,TBR,LAA,1,0.5390690803527832,TBR,1,0.5390690803527832
2025-04-09,ARI,BAL,1,0.484614634513855,BAL,0,0.515385365486145
2025-04-09,WSN,LAD,0,0.39599683284759524,LAD,1,0.6040031671524048
2025-04-09,PIT,STL,1,0.5641623616218567,PIT,1,0.5641623616218567
2025-04-09,NYM,MIA,0,0.6220350384712219,NYM,0,0.6220350384712219
2025-04-09,SEA,HOU,1,0.36351202726364135,HOU,0,0.6364879727363586
2025-04-09,CLE,CHW,1,0.5485203742980957,CLE,1,0.5485203742980957
2025-04-09,SFG,CIN,1,0.5609740495681763,SFG,1,0.5609740495681763
2025-04-09,BOS,TOR,0,0.38181089162826537,TOR,1,0.6181891083717346
2025-04-09,DET,NYY,0,0.39391889572143557,NYY,1,0.6060811042785644
2025-04-09,KCR,MIN,0,0.4998891711235046,MIN,1,0.5001108288764954
2025-04-10,KCR,MIN,1,0.6358012318611145,KCR,1,0.6358012318611145
2025-04-10,ATL,PHI,1,0.5556650042533875,ATL,1,0.5556650042533875
2025-04-10,CLE,CHW,1,0.689307689666748,CLE,1,0.689307689666748
2025-04-10,COL,MIL,1,0.4354590535163879,MIL,0,0.5645409464836121
2025-04-10,TBR,LAA,0,0.5444954752922058,TBR,0,0.5444954752922058
2025-04-10,BOS,TOR,1,0.507676362991333,BOS,1,0.507676362991333
2025-04-11,MIN,DET,0,0.3486068069934845,DET,1,0.6513931930065155
2025-04-11,STL,PHI,1,0.5406783223152161,STL,1,0.5406783223152161
2025-04-11,LAD,CHC,1,0.6616293787956238,LAD,1,0.6616293787956238
2025-04-11,CLE,KCR,1,0.3784438133239746,KCR,0,0.6215561866760254
2025-04-11,ARI,MIL,0,0.5148291468620301,ARI,0,0.5148291468620301
2025-04-11,SEA,TEX,1,0.3773451209068298,TEX,0,0.6226548790931702
2025-04-11,SDP,COL,1,0.7311365365982055,SDP,1,0.7311365365982055
2025-04-11,HOU,LAA,1,0.6805979013442993,HOU,1,0.6805979013442993
2025-04-11,MIA,WSN,0,0.6722907781600952,MIA,0,0.6722907781600952
2025-04-11,NYY,SFG,0,0.39391889572143557,SFG,1,0.6060811042785644
2025-04-11,CHW,BOS,1,0.39391889572143557,BOS,0,0.6060811042785644
2025-04-11,CIN,PIT,1,0.5929904818534851,CIN,1,0.5929904818534851
2025-04-11,TBR,ATL,1,0.5198278546333313,TBR,1,0.5198278546333313
2025-04-12,ARI,MIL,1,0.6220350384712219,ARI,1,0.6220350384712219
2025-04-12,MIN,DET,0,0.4680259764194489,DET,1,0.5319740235805511
2025-04-12,LAD,CHC,0,0.7011219143867493,LAD,0,0.7011219143867493
2025-04-12,NYY,SFG,1,0.6738469719886779,NYY,1,0.6738469719886779
2025-04-12,SEA,TEX,1,0.6797581553459168,SEA,1,0.6797581553459168
2025-04-12,STL,PHI,0,0.3524058640003204,PHI,1,0.6475941359996795
2025-04-12,MIA,WSN,1,0.5677285432815552,MIA,1,0.5677285432815552
2025-04-12,CIN,PIT,1,0.6797106742858887,CIN,1,0.6797106742858887
2025-04-12,CLE,KCR,1,0.5485203742980957,CLE,1,0.5485203742980957
2025-04-12,SDP,COL,1,0.5505145907402038,SDP,1,0.5505145907402038
2025-04-12,HOU,LAA,0,0.5277072548866272,HOU,0,0.5277072548866272
2025-04-12,BAL,TOR,1,0.6567545175552368,BAL,1,0.6567545175552368
2025-04-12,TBR,ATL,0,0.5914982914924621,TBR,0,0.5914982914924621
2025-04-12,CHW,BOS,1,0.5844378232955932,CHW,1,0.5844378232955932
2025-04-13,SEA,TEX,1,0.39599683284759524,TEX,0,0.6040031671524048
2025-04-13,HOU,LAA,1,0.5844378232955932,HOU,1,0.5844378232955932
2025-04-13,STL,PHI,1,0.42882363200187684,PHI,0,0.5711763679981232
2025-04-13,MIA,WSN,1,0.39599683284759524,WSN,0,0.6040031671524048
2025-04-13,BAL,TOR,0,0.5120807766914368,BAL,0,0.5120807766914368
2025-04-13,LAD,CHC,0,0.6311710834503174,LAD,0,0.6311710834503174
2025-04-13,TBR,ATL,1,0.34965400099754335,ATL,0,0.6503459990024567
2025-04-13,CLE,KCR,0,0.6433398127555847,CLE,0,0.6433398127555847
2025-04-13,NYY,SFG,0,0.5485203742980957,NYY,0,0.5485203742980957
2025-04-13,CIN,PIT,1,0.5844378232955932,CIN,1,0.5844378232955932
2025-04-13,ARI,MIL,1,0.4173967599868774,MIL,0,0.5826032400131226
2025-04-13,SDP,COL,1,0.6492159366607666,SDP,1,0.6492159366607666
2025-04-13,MIN,DET,1,0.5256508946418762,MIN,1,0.5256508946418762
2025-04-13,CHW,BOS,0,0.412839275598526,BOS,1,0.587160724401474
2025-04-14,NYY,KCR,1,0.38681417107582095,KCR,0,0.613185828924179
2025-04-14,MIL,DET,0,0.3251959443092346,DET,1,0.6748040556907654
2025-04-14,SDP,CHC,1,0.502501654624939,SDP,1,0.502501654624939
2025-04-14,LAD,COL,1,0.6492159366607666,LAD,1,0.6492159366607666
2025-04-14,TBR,BOS,1,0.6241346955299377,TBR,1,0.6241346955299377
2025-04-14,PIT,WSN,1,0.6336397051811218,PIT,1,0.6336397051811218
2025-04-14,TOR,ATL,0,0.3847362339496613,ATL,1,0.6152637660503387
2025-04-14,MIN,NYM,0,0.5329504609107971,MIN,0,0.5329504609107971
2025-04-14,PHI,SFG,0,0.5432454466819763,PHI,0,0.5432454466819763
2025-04-14,STL,HOU,1,0.44975183010101316,HOU,0,0.5502481698989868
2025-04-15,MIL,DET,1,0.5985346794128418,MIL,1,0.5985346794128418
2025-04-15,PIT,WSN,0,0.6559700846672059,PIT,0,0.6559700846672059
2025-04-15,LAD,COL,1,0.5430939793586731,LAD,1,0.5430939793586731
2025-04-15,NYY,KCR,1,0.6322591543197632,NYY,1,0.6322591543197632
2025-04-15,CIN,SEA,1,0.6341317176818848,CIN,1,0.6341317176818848
2025-04-15,TEX,LAA,1,0.6241346955299377,TEX,1,0.6241346955299377
2025-04-15,TOR,ATL,1,0.5281457304954529,TOR,1,0.5281457304954529
2025-04-15,MIN,NYM,1,0.44639483094215393,NYM,0,0.5536051690578461
2025-04-15,MIA,ARI,0,0.2915154337882996,ARI,1,0.7084845662117004
2025-04-15,CHW,ATH,0,0.5120807766914368,CHW,0,0.5120807766914368
2025-04-15,BAL,CLE,0,0.4850762665271759,CLE,1,0.514923733472824
2025-04-15,STL,HOU,0,0.34716675877571107,HOU,1,0.652833241224289
2025-04-15,SDP,CHC,0,0.5844378232955932,SDP,0,0.5844378232955932
2025-04-15,PHI,SFG,1,0.5452396631240845,PHI,1,0.5452396631240845
2025-04-15,TBR,BOS,0,0.6196287989616394,TBR,0,0.6196287989616394
2025-04-16,TOR,ATL,1,0.5813991785049438,TOR,1,0.5813991785049438
2025-04-16,STL,HOU,1,0.600050950050354,STL,1,0.600050950050354
2025-04-16,CIN,SEA,0,0.6341317176818848,CIN,0,0.6341317176818848
2025-04-16,TEX,LAA,1,0.5277072548866272,TEX,1,0.5277072548866272
2025-04-16,PIT,WSN,1,0.5822753071784973,PIT,1,0.5822753071784973
2025-04-16,MIL,DET,1,0.5505145907402038,MIL,1,0.5505145907402038
2025-04-16,TBR,BOS,0,0.47022411823272703,BOS,1,0.529775881767273
2025-04-16,SDP,CHC,1,0.5844378232955932,SDP,1,0.5844378232955932
2025-04-16,MIN,NYM,1,0.3721421122550964,NYM,0,0.6278578877449036
2025-04-16,CHW,ATH,0,0.4680246889591217,ATH,1,0.5319753110408783
2025-04-16,PHI,SFG,0,0.369804447889328,SFG,1,0.630195552110672
2025-04-16,LAD,COL,1,0.4138214588165283,COL,0,0.5861785411834717
2025-04-16,NYY,KCR,1,0.5329504609107971,NYY,1,0.5329504609107971
2025-04-16,BAL,CLE,1,0.45338159799575806,CLE,0,0.5466184020042419
2025-04-16,MIA,ARI,0,0.5105750322341919,MIA,0,0.5105750322341919
2025-04-17,BAL,CLE,1,0.5177714943885803,BAL,1,0.5177714943885803
2025-04-17,TBR,NYY,0,0.46250728964805604,NYY,1,0.537492710351944
2025-04-17,MIA,ARI,0,0.5810388326644897,MIA,0,0.5810388326644897
2025-04-17,NYM,STL,1,0.6811550259590149,NYM,1,0.6811550259590149
2025-04-17,DET,KCR,1,0.6311710834503174,DET,1,0.6311710834503174
2025-04-17,PIT,WSN,1,0.5469484090805053,PIT,1,0.5469484090805053
2025-04-17,CHW,ATH,0,0.4997532844543457,ATH,1,0.5002467155456543
2025-04-17,PHI,SFG,1,0.6876702666282654,PHI,1,0.6876702666282654
2025-04-17,TEX,LAA,1,0.5750041365623474,TEX,1,0.5750041365623474
2025-04-17,CIN,SEA,0,0.6433398127555847,CIN,0,0.6433398127555847
2025-04-18,MIL,ATH,1,0.5505145907402038,MIL,1,0.5505145907402038
2025-04-18,HOU,SDP,1,0.5225762248039245,HOU,1,0.5225762248039245
2025-04-18,CHC,ARI,1,0.44737701416015624,ARI,0,0.5526229858398437
2025-04-18,PHI,MIA,1,0.6774659633636475,PHI,1,0.6774659633636475
2025-04-18,LAA,SFG,1,0.39599683284759524,SFG,0,0.6040031671524048
2025-04-18,BAL,CIN,0,0.37509370446205137,CIN,1,0.6249062955379486
2025-04-18,NYM,STL,1,0.6220350384712219,NYM,1,0.6220350384712219
2025-04-18,BOS,CHW,1,0.5565086960792541,BOS,1,0.5565086960792541
2025-04-18,PIT,CLE,0,0.5737226486206055,PIT,0,0.5737226486206055
2025-04-18,ATL,MIN,1,0.5408297896385192,ATL,1,0.5408297896385192
2025-04-18,TBR,NYY,0,0.5302020907402039,TBR,0,0.5302020907402039
2025-04-18,TEX,LAD,0,0.4354590535163879,LAD,1,0.5645409464836121
2025-04-18,DET,KCR,1,0.5430939793586731,DET,1,0.5430939793586731
2025-04-18,TOR,SEA,1,0.37509370446205137,SEA,0,0.6249062955379486
2025-04-19,COL,WSN,0,0.4727555513381958,WSN,1,0.5272444486618042
2025-04-19,PHI,MIA,1,0.6808569669723511,PHI,1,0.6808569669723511
2025-04-19,MIL,ATH,0,0.6358012318611145,MIL,0,0.6358012318611145
2025-04-19,BAL,CIN,1,0.3630978286266327,CIN,0,0.6369021713733674
2025-04-19,NYM,STL,1,0.6616293787956238,NYM,1,0.6616293787956238
2025-04-19,DET,KCR,1,0.5450881958007813,DET,1,0.5450881958007813
2025-04-19,PIT,CLE,0,0.5807831168174744,PIT,0,0.5807831168174744
2025-04-19,LAA,SFG,0,0.3971035063266754,SFG,1,0.6028964936733245
2025-04-19,HOU,SDP,1,0.44876964688301085,SDP,0,0.5512303531169891
2025-04-19,BOS,CHW,1,0.6808569669723511,BOS,1,0.6808569669723511
2025-04-19,TBR,NYY,1,0.5844378232955932,TBR,1,0.5844378232955932
2025-04-19,TEX,LAD,1,0.5914982914924621,TEX,1,0.5914982914924621
2025-04-19,CHC,ARI,1,0.45387659668922425,ARI,0,0.5461234033107758
2025-04-19,TOR,SEA,0,0.5354033946990967,TOR,0,0.5354033946990967
2025-04-19,ATL,MIN,1,0.6616293787956238,ATL,1,0.6616293787956238
2025-04-20,COL,WSN,0,0.49694212675094607,WSN,1,0.5030578732490539
2025-04-20,ATL,MIN,1,0.5281457304954529,ATL,1,0.5281457304954529
2025-04-20,NYM,STL,1,0.6233190536499024,NYM,1,0.6233190536499024
2025-04-20,COL,WSN,1,0.4959612309932709,WSN,0,0.5040387690067292
2025-04-20,PHI,MIA,0,0.71062833070755,PHI,0,0.71062833070755
2025-04-20,BOS,CHW,0,0.4025499403476715,CHW,1,0.5974500596523284
2025-04-20,PIT,CLE,0,0.5002007961273194,PIT,0,0.5002007961273194
2025-04-20,TOR,SEA,0,0.39599683284759524,SEA,1,0.6040031671524048
2025-04-20,COL,WSN,0,0.4959612309932709,WSN,1,0.5040387690067292
2025-04-20,COL,WSN,1,0.49694212675094607,WSN,0,0.5030578732490539
2025-04-20,HOU,SDP,0,0.5929904818534851,HOU,0,0.5929904818534851
2025-04-20,CHC,ARI,0,0.5046343088150025,CHC,0,0.5046343088150025
2025-04-20,COL,WSN,0,0.600050950050354,COL,0,0.600050950050354
2025-04-20,COL,WSN,0,0.5914982914924621,COL,0,0.5914982914924621
2025-04-20,TBR,NYY,0,0.412839275598526,NYY,1,0.587160724401474
2025-04-20,DET,KCR,0,0.6545509457588196,DET,0,0.6545509457588196
2025-04-20,TEX,LAD,0,0.5378190517425537,TEX,0,0.5378190517425537
2025-04-20,MIL,ATH,1,0.669209361076355,MIL,1,0.669209361076355
2025-04-20,BAL,CIN,0,0.475488942861557,CIN,1,0.524511057138443
2025-04-20,LAA,SFG,1,0.4803131878376007,SFG,0,0.5196868121623993
2025-04-20,COL,WSN,1,0.600050950050354,COL,1,0.600050950050354
2025-04-20,COL,WSN,1,0.5914982914924621,COL,1,0.5914982914924621
2025-04-21,MIA,CIN,1,0.3865277826786041,CIN,0,0.6134722173213959
2025-04-21,DET,SDP,1,0.5229025244712829,DET,1,0.5229025244712829
2025-04-21,SFG,MIL,1,0.5102128505706787,SFG,1,0.5102128505706787
2025-04-21,HOU,TOR,1,0.6715564966201782,HOU,1,0.6715564966201782
2025-04-21,ATL,STL,1,0.6781207323074341,ATL,1,0.6781207323074341
2025-04-21,CLE,NYY,1,0.5382253885269165,CLE,1,0.5382253885269165
2025-04-21,NYM,PHI,1,0.6774659633636475,NYM,1,0.6774659633636475
2025-04-21,BOS,CHW,1,0.6358012318611145,BOS,1,0.6358012318611145
2025-04-22,HOU,TOR,1,0.5505145907402038,HOU,1,0.5505145907402038
2025-04-22,BOS,SEA,1,0.683970034122467,BOS,1,0.683970034122467
2025-04-22,DET,SDP,0,0.39599683284759524,SDP,1,0.6040031671524048
2025-04-22,NYM,PHI,1,0.4951547205448151,PHI,0,0.504845279455185
2025-04-22,SFG,MIL,0,0.3723418414592743,MIL,1,0.6276581585407257
2025-04-22,ARI,TBR,1,0.4778642117977142,TBR,0,0.5221357882022858
2025-04-22,CLE,NYY,1,0.5461047172546387,CLE,1,0.5461047172546387
2025-04-22,MIN,CHW,1,0.5329504609107971,MIN,1,0.5329504609107971
