game_date,game_id,home_team,away_team,ump_name
2015-04-10,ANA201504100,LAA,KCR,millb901
2015-04-11,ANA201504110,LAA,KCR,eddid901
2015-04-12,ANA201504120,LAA,KCR,wolfj901
2015-04-20,ANA201504200,LAA,OAK,wegnm901
2015-04-21,ANA201504210,LAA,OAK,fostm901
2015-04-22,ANA201504220,LAA,OAK,muchm901
2015-04-23,ANA201504230,LAA,OAK,wintm901
2015-04-24,ANA201504240,LAA,TEX,reynj901
2015-04-25,ANA201504250,LAA,TEX,fagac901
2015-04-26,ANA201504260,LAA,TEX,gonzm901
2015-05-04,ANA201505040,LAA,SEA,joycj901
2015-05-05,ANA201505050,LAA,SEA,gibsg901
2015-05-06,ANA201505060,LAA,SEA,hudsm901
2015-05-07,ANA201505070,LAA,HOU,westj901
2015-05-08,ANA201505080,LAA,HOU,danlk901
2015-05-09,ANA201505090,LAA,HOU,drakr901
2015-05-10,ANA201505100,LAA,HOU,morag901
2015-05-12,ANA201505120,LAA,COL,davig901
2015-05-13,ANA201505130,LAA,COL,cuzzp901
2015-05-25,ANA201505250,LAA,SDP,barrs901
2015-05-26,ANA201505260,LAA,SDP,barrt901
2015-05-27,ANA201505270,LAA,SDP,conrc901
2015-05-28,ANA201505280,LAA,DET,hamaa901
2015-05-29,ANA201505290,LAA,DET,littw901
2015-05-30,ANA201505300,LAA,DET,cuzzp901
2015-05-31,ANA201505310,LAA,DET,davig901
2015-06-01,ANA201506010,LAA,TBR,rippm901
2015-06-02,ANA201506020,LAA,TBR,hobep901
2015-06-03,ANA201506030,LAA,TBR,kellj901
2015-06-12,ANA201506120,LAA,OAK,barrt901
2015-06-13,ANA201506130,LAA,OAK,conrc901
2015-06-14,ANA201506140,LAA,OAK,herna901
2015-06-15,ANA201506150,LAA,ARI,millb901
2015-06-16,ANA201506160,LAA,ARI,eddid901
2015-06-22,ANA201506220,LAA,HOU,tumpj901
2015-06-23,ANA201506230,LAA,HOU,hoyej901
2015-06-24,ANA201506240,LAA,HOU,hirsj901
2015-06-26,ANA201506260,LAA,SEA,fagac901
2015-06-27,ANA201506270,LAA,SEA,nelsj901
2015-06-28,ANA201506280,LAA,SEA,blasc901
2015-06-29,ANA201506290,LAA,NYY,gonzm901
2015-06-30,ANA201506300,LAA,NYY,schrp901
2015-07-01,ANA201507010,LAA,NYY,culbf901
2015-07-17,ANA201507170,LAA,BOS,davib902
2015-07-18,ANA201507180,LAA,BOS,wendh902
2015-07-20,ANA201507201,LAA,BOS,hudsm901
2015-07-20,ANA201507202,LAA,BOS,hobep901
2015-07-21,ANA201507210,LAA,MIN,westj901
2015-07-22,ANA201507220,LAA,MIN,danlk901
2015-07-23,ANA201507230,LAA,MIN,drakr901
2015-07-24,ANA201507240,LAA,TEX,knigb901
2015-07-25,ANA201507250,LAA,TEX,vanol901
2015-07-26,ANA201507260,LAA,TEX,kulpr901
2015-08-03,ANA201508030,LAA,CLE,blasc901
2015-08-04,ANA201508040,LAA,CLE,nelsj901
2015-08-05,ANA201508050,LAA,CLE,hobep901
2015-08-07,ANA201508070,LAA,BAL,cuzzp901
2015-08-08,ANA201508080,LAA,BAL,davig901
2015-08-09,ANA201508090,LAA,BAL,littw901
2015-08-17,ANA201508170,LAA,CHW,hicke901
2015-08-18,ANA201508180,LAA,CHW,nauep901
2015-08-19,ANA201508190,LAA,CHW,demud901
2015-08-20,ANA201508200,LAA,CHW,estam901
2015-08-21,ANA201508210,LAA,TOR,nelsj901
2015-08-22,ANA201508220,LAA,TOR,diazl901
2015-08-23,ANA201508230,LAA,TOR,guccc901
2015-09-04,ANA201509040,LAA,TEX,wegnm901
2015-09-05,ANA201509050,LAA,TEX,fostm901
2015-09-06,ANA201509060,LAA,TEX,wintm901
2015-09-07,ANA201509070,LAA,LAD,gibsh902
2015-09-08,ANA201509080,LAA,LAD,morag901
2015-09-09,ANA201509090,LAA,LAD,holbs901
2015-09-11,ANA201509110,LAA,HOU,marqa901
2015-09-12,ANA201509120,LAA,HOU,hallt901
2015-09-13,ANA201509130,LAA,HOU,belld901
2015-09-25,ANA201509250,LAA,SEA,davib902
2015-09-26,ANA201509260,LAA,SEA,wendh902
2015-09-27,ANA201509270,LAA,SEA,hudsm901
2015-09-28,ANA201509280,LAA,OAK,carlm901
2015-09-29,ANA201509290,LAA,OAK,gibsh902
2015-09-30,ANA201509300,LAA,OAK,guccc901
2015-04-06,ARI201504060,ARI,SFG,cedeg901
2015-04-07,ARI201504070,ARI,SFG,coope901
2015-04-08,ARI201504080,ARI,SFG,drakr901
2015-04-10,ARI201504100,ARI,LAD,conrc901
2015-04-11,ARI201504110,ARI,LAD,barrt901
2015-04-12,ARI201504120,ARI,LAD,herna901
2015-04-21,ARI201504210,ARI,TEX,welkt901
2015-04-22,ARI201504220,ARI,TEX,everm901
2015-04-24,ARI201504240,ARI,PIT,randt901
2015-04-25,ARI201504250,ARI,PIT,davig901
2015-04-26,ARI201504260,ARI,PIT,woodt901
2015-04-27,ARI201504270,ARI,COL,wintm901
2015-04-28,ARI201504280,ARI,COL,wegnm901
2015-04-29,ARI201504290,ARI,COL,fostm901
2015-05-07,ARI201505070,ARI,SDP,fairc901
2015-05-08,ARI201505080,ARI,SDP,joycj901
2015-05-09,ARI201505090,ARI,SDP,gibsg901
2015-05-10,ARI201505100,ARI,SDP,hudsm901
2015-05-11,ARI201505110,ARI,WSN,westj901
2015-05-12,ARI201505120,ARI,WSN,danlk901
2015-05-13,ARI201505130,ARI,WSN,drakr901
2015-05-22,ARI201505220,ARI,CHC,barrt901
2015-05-23,ARI201505230,ARI,CHC,conrc901
2015-05-24,ARI201505240,ARI,CHC,herna901
2015-06-01,ARI201506010,ARI,ATL,culbf901
2015-06-02,ARI201506020,ARI,ATL,reynj901
2015-06-03,ARI201506030,ARI,ATL,gonzm901
2015-06-04,ARI201506040,ARI,NYM,onorb901
2015-06-05,ARI201506050,ARI,NYM,porta901
2015-06-06,ARI201506060,ARI,NYM,rippm901
2015-06-07,ARI201506070,ARI,NYM,kellj901
2015-06-17,ARI201506170,ARI,LAA,wolfj901
2015-06-18,ARI201506180,ARI,LAA,johna901
2015-06-19,ARI201506190,ARI,SDP,hoyej901
2015-06-20,ARI201506200,ARI,SDP,hirsj901
2015-06-21,ARI201506210,ARI,SDP,welkb901
2015-06-29,ARI201506290,ARI,LAD,wegnm901
2015-06-30,ARI201506300,ARI,LAD,wintm901
2015-07-01,ARI201507010,ARI,LAD,muchm901
2015-07-02,ARI201507020,ARI,COL,reynj901
2015-07-03,ARI201507030,ARI,COL,gonzm901
2015-07-04,ARI201507040,ARI,COL,schrp901
2015-07-05,ARI201507050,ARI,COL,culbf901
2015-07-17,ARI201507170,ARI,SFG,estam901
2015-07-18,ARI201507180,ARI,SFG,reynj901
2015-07-19,ARI201507190,ARI,SFG,nauep901
2015-07-20,ARI201507200,ARI,MIA,vanol901
2015-07-21,ARI201507210,ARI,MIA,kulpr901
2015-07-22,ARI201507220,ARI,MIA,carav901
2015-07-23,ARI201507230,ARI,MIL,onorb901
2015-07-24,ARI201507240,ARI,MIL,schrp901
2015-07-25,ARI201507250,ARI,MIL,porta901
2015-07-26,ARI201507260,ARI,MIL,rippm901
2015-08-07,ARI201508070,ARI,CIN,knigb901
2015-08-08,ARI201508080,ARI,CIN,vanol901
2015-08-09,ARI201508090,ARI,CIN,carav901
2015-08-10,ARI201508100,ARI,PHI,millb901
2015-08-11,ARI201508110,ARI,PHI,eddid901
2015-08-12,ARI201508120,ARI,PHI,wolfj901
2015-08-24,ARI201508240,ARI,STL,gibsg901
2015-08-25,ARI201508250,ARI,STL,fairc901
2015-08-26,ARI201508260,ARI,STL,hobep901
2015-08-27,ARI201508270,ARI,STL,joycj901
2015-08-28,ARI201508280,ARI,OAK,wolfj901
2015-08-29,ARI201508290,ARI,OAK,barkl901
2015-08-30,ARI201508300,ARI,OAK,blakr901
2015-09-07,ARI201509070,ARI,SFG,hamaa901
2015-09-08,ARI201509080,ARI,SFG,herna901
2015-09-09,ARI201509090,ARI,SFG,conrc901
2015-09-11,ARI201509110,ARI,LAD,wolfj901
2015-09-12,ARI201509120,ARI,LAD,onorb901
2015-09-13,ARI201509130,ARI,LAD,rippm901
2015-09-14,ARI201509140,ARI,SDP,drecb901
2015-09-15,ARI201509150,ARI,SDP,marqa901
2015-09-16,ARI201509160,ARI,SDP,hallt901
2015-09-29,ARI201509290,ARI,COL,barrl901
2015-09-30,ARI201509300,ARI,COL,iassd901
2015-10-01,ARI201510010,ARI,COL,scotd901
2015-10-02,ARI201510020,ARI,HOU,diazl901
2015-10-03,ARI201510030,ARI,HOU,nelsj901
2015-10-04,ARI201510040,ARI,HOU,blasc901
2015-04-10,ATL201504100,ATL,NYM,schrp901
2015-04-11,ATL201504110,ATL,NYM,culbf901
2015-04-12,ATL201504120,ATL,NYM,hudsm901
2015-04-13,ATL201504130,ATL,MIA,kellj901
2015-04-14,ATL201504140,ATL,MIA,onorb901
2015-04-15,ATL201504150,ATL,MIA,porta901
2015-04-27,ATL201504270,ATL,WSN,welkb901
2015-04-28,ATL201504280,ATL,WSN,hoyej901
2015-04-29,ATL201504290,ATL,WSN,tumpj901
2015-04-30,ATL201504300,ATL,CIN,davib902
2015-05-01,ATL201505010,ATL,CIN,rackd901
2015-05-02,ATL201505020,ATL,CIN,laynj901
2015-05-03,ATL201505030,ATL,CIN,barbs901
2015-05-04,ATL201505040,ATL,PHI,hallt901
2015-05-05,ATL201505050,ATL,PHI,marqa901
2015-05-06,ATL201505060,ATL,PHI,belld901
2015-05-19,ATL201505190,ATL,TBR,randt901
2015-05-20,ATL201505200,ATL,TBR,hobep901
2015-05-21,ATL201505210,ATL,MIL,segac901
2015-05-22,ATL201505220,ATL,MIL,fairc901
2015-05-23,ATL201505230,ATL,MIL,joycj901
2015-05-24,ATL201505240,ATL,MIL,hudsm901
2015-06-05,ATL201506050,ATL,PIT,gibsh902
2015-06-06,ATL201506060,ATL,PIT,hamaa901
2015-06-07,ATL201506070,ATL,PIT,carlm901
2015-06-08,ATL201506080,ATL,SDP,emmep901
2015-06-09,ATL201506090,ATL,SDP,mealj901
2015-06-10,ATL201506100,ATL,SDP,fleta901
2015-06-11,ATL201506110,ATL,SDP,bakej902
2015-06-17,ATL201506170,ATL,BOS,knigb901
2015-06-18,ATL201506180,ATL,BOS,vanol901
2015-06-19,ATL201506190,ATL,NYM,laynj901
2015-06-20,ATL201506200,ATL,NYM,wendh902
2015-06-21,ATL201506210,ATL,NYM,may-b901
2015-06-30,ATL201506300,ATL,WSN,morag901
2015-07-01,ATL201507010,ATL,WSN,buckc901
2015-07-02,ATL201507020,ATL,WSN,iassd901
2015-07-03,ATL201507030,ATL,PHI,eddid901
2015-07-04,ATL201507040,ATL,PHI,wolfj901
2015-07-05,ATL201507050,ATL,PHI,johna901
2015-07-17,ATL201507170,ATL,CHC,iassd901
2015-07-18,ATL201507180,ATL,CHC,basnt901
2015-07-19,ATL201507190,ATL,CHC,timmt901
2015-07-20,ATL201507200,ATL,LAD,hirsj901
2015-07-21,ATL201507210,ATL,LAD,hoyej901
2015-07-22,ATL201507220,ATL,LAD,welkb901
2015-08-03,ATL201508030,ATL,SFG,iassd901
2015-08-04,ATL201508040,ATL,SFG,barrl901
2015-08-05,ATL201508050,ATL,SFG,scotd901
2015-08-06,ATL201508060,ATL,MIA,davib902
2015-08-07,ATL201508070,ATL,MIA,rackd901
2015-08-08,ATL201508080,ATL,MIA,wendh902
2015-08-09,ATL201508090,ATL,MIA,hudsm901
2015-08-14,ATL201508140,ATL,ARI,schrp901
2015-08-15,ATL201508150,ATL,ARI,belld901
2015-08-16,ATL201508160,ATL,ARI,segac901
2015-08-24,ATL201508240,ATL,COL,vanol901
2015-08-25,ATL201508250,ATL,COL,knigb901
2015-08-26,ATL201508260,ATL,COL,carav901
2015-08-28,ATL201508280,ATL,NYY,demud901
2015-08-29,ATL201508290,ATL,NYY,estam901
2015-08-30,ATL201508300,ATL,NYY,hicke901
2015-08-31,ATL201508310,ATL,MIA,reybd901
2015-09-01,ATL201509010,ATL,MIA,may-b901
2015-09-02,ATL201509020,ATL,MIA,drakr901
2015-09-10,ATL201509100,ATL,NYM,welkt901
2015-09-11,ATL201509110,ATL,NYM,ticht901
2015-09-12,ATL201509120,ATL,NYM,segac901
2015-09-13,ATL201509130,ATL,NYM,timmt901
2015-09-15,ATL201509150,ATL,TOR,cedeg901
2015-09-16,ATL201509160,ATL,TOR,wolcq901
2015-09-17,ATL201509170,ATL,TOR,barkl901
2015-09-18,ATL201509180,ATL,PHI,fairc901
2015-09-19,ATL201509190,ATL,PHI,hobep901
2015-09-20,ATL201509200,ATL,PHI,joycj901
2015-09-29,ATL201509290,ATL,WSN,muchm901
2015-09-30,ATL201509300,ATL,WSN,wegnm901
2015-10-01,ATL201510010,ATL,WSN,holbs901
2015-10-02,ATL201510020,ATL,STL,rippm901
2015-10-04,ATL201510041,ATL,STL,porta901
2015-10-04,ATL201510042,ATL,STL,kellj901
2015-04-10,BAL201504100,BAL,TOR,ticht901
2015-04-11,BAL201504110,BAL,TOR,welkt901
2015-04-12,BAL201504120,BAL,TOR,everm901
2015-04-13,BAL201504130,BAL,NYY,barkl901
2015-04-14,BAL201504140,BAL,NYY,cedeg901
2015-04-15,BAL201504150,BAL,NYY,barbs901
2015-04-24,BAL201504240,BAL,BOS,demud901
2015-04-25,BAL201504250,BAL,BOS,littw901
2015-04-26,BAL201504260,BAL,BOS,basnt901
2015-04-29,BAL201504290,BAL,CHW,laynj901
2015-05-11,BAL201505110,BAL,TOR,belld901
2015-05-12,BAL201505120,BAL,TOR,drecb901
2015-05-13,BAL201505130,BAL,TOR,hallt901
2015-05-15,BAL201505150,BAL,LAA,coope901
2015-05-16,BAL201505160,BAL,LAA,hamaa901
2015-05-17,BAL201505170,BAL,LAA,iassd901
2015-05-19,BAL201505190,BAL,SEA,hoyej901
2015-05-20,BAL201505200,BAL,SEA,hirsj901
2015-05-21,BAL201505210,BAL,SEA,tumpj901
2015-05-25,BAL201505250,BAL,HOU,drecb901
2015-05-26,BAL201505260,BAL,HOU,marqa901
2015-05-27,BAL201505270,BAL,HOU,belld901
2015-05-28,BAL201505281,BAL,CHW,basnt901
2015-05-28,BAL201505282,BAL,CHW,fagac901
2015-05-29,BAL201505290,BAL,TBR,kulpr901
2015-05-30,BAL201505300,BAL,TBR,carav901
2015-05-31,BAL201505310,BAL,TBR,vanol901
2015-06-09,BAL201506090,BAL,BOS,nelsj901
2015-06-10,BAL201506100,BAL,BOS,blasc901
2015-06-11,BAL201506110,BAL,BOS,diazl901
2015-06-12,BAL201506120,BAL,NYY,emmep901
2015-06-13,BAL201506130,BAL,NYY,mealj901
2015-06-14,BAL201506140,BAL,NYY,fleta901
2015-06-15,BAL201506150,BAL,PHI,coope901
2015-06-16,BAL201506160,BAL,PHI,barkl901
2015-06-26,BAL201506260,BAL,CLE,knigb901
2015-06-28,BAL201506281,BAL,CLE,vanol901
2015-06-28,BAL201506282,BAL,CLE,kulpr901
2015-06-29,BAL201506290,BAL,TEX,hirsj901
2015-06-30,BAL201506300,BAL,TEX,welkb901
2015-07-01,BAL201507010,BAL,TEX,tumpj901
2015-07-02,BAL201507020,BAL,TEX,hoyej901
2015-07-10,BAL201507100,BAL,WSN,estam901
2015-07-11,BAL201507110,BAL,WSN,nauep901
2015-07-12,BAL201507120,BAL,WSN,hicke901
2015-07-27,BAL201507270,BAL,ATL,herna901
2015-07-28,BAL201507280,BAL,ATL,barrs901
2015-07-29,BAL201507290,BAL,ATL,wolfj901
2015-07-30,BAL201507300,BAL,DET,coope901
2015-07-31,BAL201507310,BAL,DET,barkl901
2015-08-01,BAL201508010,BAL,DET,cedeg901
2015-08-02,BAL201508020,BAL,DET,woodt901
2015-08-14,BAL201508140,BAL,OAK,carav901
2015-08-15,BAL201508150,BAL,OAK,hamaa901
2015-08-16,BAL201508160,BAL,OAK,kulpr901
2015-08-17,BAL201508170,BAL,OAK,knigb901
2015-08-18,BAL201508180,BAL,NYM,barrl901
2015-08-19,BAL201508190,BAL,NYM,woodt901
2015-08-20,BAL201508200,BAL,MIN,morag901
2015-08-21,BAL201508210,BAL,MIN,coope901
2015-08-22,BAL201508220,BAL,MIN,carlm901
2015-08-23,BAL201508230,BAL,MIN,conrc901
2015-08-31,BAL201508310,BAL,TBR,diazl901
2015-09-01,BAL201509010,BAL,TBR,guccc901
2015-09-02,BAL201509020,BAL,TBR,blasc901
2015-09-11,BAL201509110,BAL,KCR,carlm901
2015-09-12,BAL201509120,BAL,KCR,gibsh902
2015-09-13,BAL201509130,BAL,KCR,morag901
2015-09-14,BAL201509140,BAL,BOS,millb901
2015-09-15,BAL201509150,BAL,BOS,eddid901
2015-09-16,BAL201509160,BAL,BOS,johna901
2015-09-28,BAL201509280,BAL,TOR,westj901
2015-09-30,BAL201509301,BAL,TOR,danlk901
2015-09-30,BAL201509302,BAL,TOR,reybd901
2015-10-01,BAL201510010,BAL,TOR,drakr901
2015-10-03,BAL201510031,BAL,NYY,fostm901
2015-10-03,BAL201510032,BAL,NYY,muchm901
2015-10-04,BAL201510040,BAL,NYY,wegnm901
2015-04-13,BOS201504130,BOS,WSN,gonzm901
2015-04-14,BOS201504140,BOS,WSN,reynj901
2015-04-15,BOS201504150,BOS,WSN,schrp901
2015-04-17,BOS201504170,BOS,BAL,bakej902
2015-04-18,BOS201504180,BOS,BAL,mealj901
2015-04-19,BOS201504190,BOS,BAL,emmep901
2015-04-20,BOS201504200,BOS,BAL,fleta901
2015-04-27,BOS201504270,BOS,TOR,hamaa901
2015-04-28,BOS201504280,BOS,TOR,eddid901
2015-04-29,BOS201504290,BOS,TOR,johna901
2015-05-01,BOS201505010,BOS,NYY,guccc901
2015-05-02,BOS201505020,BOS,NYY,blasc901
2015-05-03,BOS201505030,BOS,NYY,nelsj901
2015-05-04,BOS201505040,BOS,TBR,gibsh902
2015-05-05,BOS201505050,BOS,TBR,gormb901
2015-05-06,BOS201505060,BOS,TBR,carlm901
2015-05-19,BOS201505190,BOS,TEX,muchm901
2015-05-20,BOS201505200,BOS,TEX,wintm901
2015-05-21,BOS201505210,BOS,TEX,wegnm901
2015-05-22,BOS201505220,BOS,LAA,holbs901
2015-05-23,BOS201505230,BOS,LAA,hoyej901
2015-05-24,BOS201505240,BOS,LAA,hirsj901
2015-06-02,BOS201506020,BOS,MIN,muchm901
2015-06-03,BOS201506031,BOS,MIN,wintm901
2015-06-03,BOS201506032,BOS,MIN,wegnm901
2015-06-04,BOS201506040,BOS,MIN,fostm901
2015-06-05,BOS201506050,BOS,OAK,fagac901
2015-06-06,BOS201506060,BOS,OAK,wendh902
2015-06-07,BOS201506070,BOS,OAK,davib902
2015-06-12,BOS201506120,BOS,TOR,kellj901
2015-06-13,BOS201506130,BOS,TOR,onorb901
2015-06-14,BOS201506140,BOS,TOR,porta901
2015-06-15,BOS201506150,BOS,ATL,kulpr901
2015-06-16,BOS201506160,BOS,ATL,carav901
2015-06-23,BOS201506230,BOS,BAL,timmt901
2015-06-24,BOS201506240,BOS,BAL,ticht901
2015-06-25,BOS201506250,BOS,BAL,welkt901
2015-07-03,BOS201507030,BOS,HOU,blasc901
2015-07-04,BOS201507040,BOS,HOU,guccc901
2015-07-05,BOS201507050,BOS,HOU,fagac901
2015-07-07,BOS201507070,BOS,MIA,everm901
2015-07-08,BOS201507080,BOS,MIA,morag901
2015-07-10,BOS201507100,BOS,NYY,barrt901
2015-07-11,BOS201507110,BOS,NYY,conrc901
2015-07-12,BOS201507120,BOS,NYY,herna901
2015-07-24,BOS201507240,BOS,DET,timmt901
2015-07-25,BOS201507250,BOS,DET,everm901
2015-07-26,BOS201507260,BOS,DET,welkt901
2015-07-27,BOS201507270,BOS,CHW,basnt901
2015-07-28,BOS201507280,BOS,CHW,eddid901
2015-07-29,BOS201507290,BOS,CHW,johna901
2015-07-30,BOS201507300,BOS,CHW,millb901
2015-07-31,BOS201507310,BOS,TBR,fairc901
2015-08-01,BOS201508010,BOS,TBR,holbs901
2015-08-02,BOS201508020,BOS,TBR,gibsg901
2015-08-14,BOS201508140,BOS,SEA,porta901
2015-08-15,BOS201508150,BOS,SEA,blakr901
2015-08-16,BOS201508160,BOS,SEA,rippm901
2015-08-17,BOS201508170,BOS,CLE,wintm901
2015-08-18,BOS201508180,BOS,CLE,muchm901
2015-08-19,BOS201508190,BOS,CLE,wegnm901
2015-08-20,BOS201508200,BOS,KCR,rackd901
2015-08-21,BOS201508210,BOS,KCR,davib902
2015-08-22,BOS201508220,BOS,KCR,wendh902
2015-08-23,BOS201508230,BOS,KCR,everm901
2015-08-31,BOS201508310,BOS,NYY,carav901
2015-09-01,BOS201509010,BOS,NYY,kulpr901
2015-09-02,BOS201509020,BOS,NYY,vanol901
2015-09-04,BOS201509040,BOS,PHI,scotd901
2015-09-05,BOS201509050,BOS,PHI,buckc901
2015-09-06,BOS201509060,BOS,PHI,barrl901
2015-09-07,BOS201509070,BOS,TOR,gonzm901
2015-09-08,BOS201509080,BOS,TOR,reynj901
2015-09-09,BOS201509090,BOS,TOR,schrp901
2015-09-21,BOS201509210,BOS,TBR,tumpj901
2015-09-22,BOS201509220,BOS,TBR,hoyej901
2015-09-23,BOS201509230,BOS,TBR,welkb901
2015-09-24,BOS201509240,BOS,TBR,hirsj901
2015-09-25,BOS201509250,BOS,BAL,joycj901
2015-09-26,BOS201509260,BOS,BAL,gibsg901
2015-09-27,BOS201509270,BOS,BAL,torrc901
2015-04-10,CHA201504100,CHW,MIN,hoyej901
2015-04-11,CHA201504110,CHW,MIN,hirsj901
2015-04-12,CHA201504120,CHW,MIN,holbs901
2015-04-20,CHA201504200,CHW,CLE,wolcq901
2015-04-21,CHA201504210,CHW,CLE,coope901
2015-04-22,CHA201504220,CHW,CLE,belld901
2015-04-23,CHA201504230,CHW,KCR,holbs901
2015-04-24,CHA201504240,CHW,KCR,timmt901
2015-04-26,CHA201504260,CHW,KCR,everm901
2015-05-05,CHA201505050,CHW,DET,culbf901
2015-05-06,CHA201505060,CHW,DET,reynj901
2015-05-07,CHA201505070,CHW,DET,gonzm901
2015-05-09,CHA201505091,CHW,CIN,hirsj901
2015-05-09,CHA201505092,CHW,CIN,welkb901
2015-05-10,CHA201505100,CHW,CIN,reybd901
2015-05-18,CHA201505180,CHW,CLE,kulpr901
2015-05-19,CHA201505190,CHW,CLE,knigb901
2015-05-20,CHA201505200,CHW,CLE,scotd901
2015-05-21,CHA201505210,CHW,CLE,vanol901
2015-05-22,CHA201505220,CHW,MIN,millb901
2015-05-23,CHA201505230,CHW,MIN,eddid901
2015-05-24,CHA201505240,CHW,MIN,hamaa901
2015-06-05,CHA201506050,CHW,DET,diazl901
2015-06-06,CHA201506060,CHW,DET,blasc901
2015-06-07,CHA201506070,CHW,DET,guccc901
2015-06-08,CHA201506080,CHW,HOU,carav901
2015-06-09,CHA201506090,CHW,HOU,vanol901
2015-06-10,CHA201506100,CHW,HOU,basnt901
2015-06-17,CHA201506170,CHW,PIT,marqa901
2015-06-18,CHA201506180,CHW,PIT,belld901
2015-06-19,CHA201506190,CHW,TEX,littw901
2015-06-20,CHA201506200,CHW,TEX,cuzzp901
2015-06-21,CHA201506210,CHW,TEX,davig901
2015-07-03,CHA201507030,CHW,BAL,barrt901
2015-07-04,CHA201507040,CHW,BAL,conrc901
2015-07-05,CHA201507050,CHW,BAL,pattm903
2015-07-06,CHA201507060,CHW,TOR,holbs901
2015-07-07,CHA201507070,CHW,TOR,gibsg901
2015-07-08,CHA201507080,CHW,TOR,hudsm901
2015-07-09,CHA201507090,CHW,TOR,fairc901
2015-07-17,CHA201507171,CHW,KCR,emmep901
2015-07-17,CHA201507172,CHW,KCR,bakej902
2015-07-18,CHA201507180,CHW,KCR,mealj901
2015-07-19,CHA201507190,CHW,KCR,fleta901
2015-07-21,CHA201507210,CHW,STL,porta901
2015-07-22,CHA201507220,CHW,STL,rippm901
2015-07-31,CHA201507310,CHW,NYY,vanol901
2015-08-01,CHA201508010,CHW,NYY,kulpr901
2015-08-02,CHA201508020,CHW,NYY,hamaa901
2015-08-03,CHA201508030,CHW,TBR,rackd901
2015-08-04,CHA201508040,CHW,TBR,wendh902
2015-08-05,CHA201508050,CHW,TBR,hudsm901
2015-08-10,CHA201508100,CHW,LAA,gonzm901
2015-08-11,CHA201508110,CHW,LAA,pattm903
2015-08-12,CHA201508120,CHW,LAA,culbf901
2015-08-14,CHA201508140,CHW,CHC,danlk901
2015-08-15,CHA201508150,CHW,CHC,westj901
2015-08-16,CHA201508160,CHW,CHC,reybd901
2015-08-24,CHA201508240,CHW,BOS,eddid901
2015-08-25,CHA201508250,CHW,BOS,rippm901
2015-08-26,CHA201508260,CHW,BOS,millb901
2015-08-27,CHA201508270,CHW,SEA,segac901
2015-08-28,CHA201508280,CHW,SEA,everm901
2015-08-29,CHA201508290,CHW,SEA,timmt901
2015-08-30,CHA201508300,CHW,SEA,welkt901
2015-09-07,CHA201509070,CHW,CLE,barkl901
2015-09-08,CHA201509080,CHW,CLE,blakr901
2015-09-09,CHA201509090,CHW,CLE,coope901
2015-09-11,CHA201509110,CHW,MIN,muchm901
2015-09-12,CHA201509120,CHW,MIN,wegnm901
2015-09-13,CHA201509130,CHW,MIN,fostm901
2015-09-14,CHA201509140,CHW,OAK,westj901
2015-09-15,CHA201509150,CHW,OAK,drakr901
2015-09-16,CHA201509160,CHW,OAK,sches901
2015-09-17,CHA201509170,CHW,OAK,reybd901
2015-09-29,CHA201509290,CHW,KCR,hamaa901
2015-09-30,CHA201509300,CHW,KCR,herna901
2015-10-01,CHA201510010,CHW,KCR,conrc901
2015-10-02,CHA201510020,CHW,DET,eddid901
2015-10-03,CHA201510030,CHW,DET,johna901
2015-10-04,CHA201510040,CHW,DET,whitc901
2015-04-05,CHN201504050,CHC,STL,wintm901
2015-04-08,CHN201504080,CHC,STL,wegnm901
2015-04-13,CHN201504130,CHC,CIN,mealj901
2015-04-14,CHN201504140,CHC,CIN,emmep901
2015-04-15,CHN201504150,CHC,CIN,fleta901
2015-04-17,CHN201504170,CHC,SDP,holbs901
2015-04-18,CHN201504180,CHC,SDP,welkb901
2015-04-19,CHN201504190,CHC,SDP,hoyej901
2015-04-27,CHN201504270,CHC,PIT,barrl901
2015-04-28,CHN201504280,CHC,PIT,iassd901
2015-04-29,CHN201504290,CHC,PIT,scotd901
2015-05-01,CHN201505010,CHC,MIL,wolcq901
2015-05-02,CHN201505020,CHC,MIL,blakr901
2015-05-03,CHN201505030,CHC,MIL,coope901
2015-05-11,CHN201505110,CHC,NYM,fleta901
2015-05-12,CHN201505120,CHC,NYM,mealj901
2015-05-13,CHN201505130,CHC,NYM,emmep901
2015-05-14,CHN201505140,CHC,NYM,bakej902
2015-05-15,CHN201505150,CHC,PIT,gibsg901
2015-05-16,CHN201505160,CHC,PIT,segac901
2015-05-17,CHN201505170,CHC,PIT,fairc901
2015-05-25,CHN201505250,CHC,WSN,blakr901
2015-05-26,CHN201505260,CHC,WSN,dimum901
2015-05-27,CHN201505270,CHC,WSN,wendh902
2015-05-29,CHN201505290,CHC,KCR,hallt901
2015-05-31,CHN201505310,CHC,KCR,drecb901
2015-06-11,CHN201506110,CHC,CIN,kulpr901
2015-06-12,CHN201506120,CHC,CIN,carav901
2015-06-13,CHN201506130,CHC,CIN,belld901
2015-06-14,CHN201506140,CHC,CIN,basnt901
2015-06-16,CHN201506160,CHC,CLE,cuzzp901
2015-06-22,CHN201506220,CHC,LAD,bakej902
2015-06-23,CHN201506230,CHC,LAD,emmep901
2015-06-24,CHN201506240,CHC,LAD,mealj901
2015-06-25,CHN201506250,CHC,LAD,fleta901
