date,year,home_team,away_team,home_score,away_score,home_win,home_ml,away_ml
2026-04-25,2026,ATL,PHI,5,8,0,-130.0,110.0
2026-04-25,2026,BAL,BOS,1,17,0,-122.0,4.0
2026-04-25,2026,CHW,WSN,3,6,0,-136.0,114.0
2026-04-25,2026,CIN,DET,9,2,1,-112.0,-108.0
2026-04-25,2026,HOU,NYY,3,8,0,124.0,-148.0
2026-04-25,2026,KCR,LAA,12,1,1,-144.0,120.0
2026-04-25,2026,LAD,CHC,12,4,1,-126.0,116.0
2026-04-25,2026,MIL,PIT,3,6,0,-132.0,111.0
2026-04-25,2026,SFG,MIA,6,2,1,-122.0,2.0
2026-04-25,2026,STL,SEA,9,11,0,128.0,-152.0
2026-04-25,2026,TBR,MIN,6,1,1,-131.0,112.0
2026-04-25,2026,TEX,ATH,4,3,1,-136.0,114.0
2026-04-25,2026,TOR,CLE,5,3,1,-144.0,122.0
2026-04-26,2026,ARI,SDP,12,7,1,89.0,-133.0
2026-04-26,2026,ATL,PHI,6,2,1,-219.0,177.0
2026-04-26,2026,BAL,BOS,3,5,0,-141.0,118.0
2026-04-26,2026,CHW,WSN,1,2,0,-121.0,33.0
2026-04-26,2026,CIN,DET,3,8,0,-110.0,-110.0
2026-04-26,2026,HOU,NYY,7,4,1,113.0,-135.0
2026-04-26,2026,KCR,LAA,11,9,1,-117.0,-37.0
2026-04-26,2026,NYM,COL,1,3,0,-260.0,208.0
2026-04-26,2026,SFG,MIA,6,3,1,-128.0,106.0
2026-04-26,2026,STL,SEA,2,3,0,111.0,-133.0
2026-04-26,2026,TBR,MIN,4,2,1,-146.0,99.0
2026-04-26,2026,TEX,ATH,1,2,0,-120.0,33.0
2026-04-26,2026,TOR,CLE,4,2,1,-128.0,107.0
