candidate_games,bets,bet_rate,wins,win_rate,avg_edge,avg_model_prob,avg_vegas_prob,avg_odds,staked,pnl,roi,avg_clv_prob
13958.0,1192.0,0.08539905430577446,532.0,0.4463087248322148,0.10600159395973152,0.5067671140939597,0.4007630033557047,133.29890939597314,1106.6999999999998,75.77000000000001,0.06846480527694951,
