model,n_games,accuracy,log_loss,brier,roc_auc,avg_home_prob
market_independent,2722,0.5738427626745041,0.6813678145931237,0.24412953353573766,0.5740743665070285,0.5331869420634471
market_aware,2722,0.5668626010286554,0.6753952470556375,0.2412601785173072,0.5929230115794375,0.5340107611747983
