game_date,home_team,away_team,game_number,game_id,home_offense_re24_15g,away_offense_re24_15g,home_sp_re24_last3,away_sp_re24_last3,home_bullpen_re24_15d,away_bullpen_re24_15d,offense_re24_diff,sp_re24_diff,bullpen_re24_diff
2015-04-14,BAL,NYY,1,BAL201504140,0.6774793583857504,0.6604577624090376,,,-0.976885036731676,0.5223031054991532,0.01702159597671271,,-1.499188142230829
2015-04-14,BOS,WSN,1,BOS201504140,1.0241875032546557,-1.6610447194984423,,,0.40354712652267594,0.1423898725796238,2.685232222753098,,0.2611572539430521
2015-04-14,CHC,CIN,1,CHN201504140,-0.12844947818492478,-0.283867889217936,,,1.0303525507497266,0.12532562499572336,0.1554184110330112,,0.9050269257540033
2015-04-14,CLE,CHW,1,CLE201504140,-0.32220295601456533,-1.0395699923085757,,,-0.37862943483880457,-0.7147485267831454,0.7173670362940103,,0.3361190919443408
2015-04-14,HOU,ATH,1,HOU201504140,-1.9434235313889794,1.81051720654342,,,1.0283119335998612,0.5606043052369534,-3.7539407379323997,,0.4677076283629078
2015-04-14,LAD,SEA,1,LAN201504140,0.40275505017275137,-1.2652308475045457,,,-0.3060474957151011,-0.09319938061902365,1.6679858976772972,,-0.21284811509607743
2015-04-14,NYM,PHI,1,NYN201504140,-1.2112685175593076,-1.576778809356574,,,0.8377840702795114,0.29987629794641363,0.36551029179726635,,0.5379077723330978
2015-04-14,PIT,DET,1,PIT201504140,-0.3378992992317279,2.499784204464491,,,0.3643802746578329,0.3278721709156189,-2.837683503696219,,0.036508103742214026
2015-04-14,SDP,ARI,1,SDN201504140,0.2181563264715246,0.4696299790805741,,,0.027622834471085544,0.6873082709470283,-0.25147365260904947,,-0.6596854364759428
2015-04-14,SFG,COL,1,SFN201504140,-1.2479143011723655,0.7905532965907235,,,0.2846414175612873,0.9071581125026716,-2.038467597763089,,-0.6225166949413843
2015-04-14,TEX,LAA,1,TEX201504140,-1.473379894548854,-1.2485971705499033,,,0.3626971338118866,0.8047441604992993,-0.22478272399895083,,-0.4420470266874127
2015-04-14,TOR,TBR,1,TOR201504140,1.2919279377222395,0.22971988117738176,,,0.08375278220494138,-0.7982720397051907,1.0622080565448577,,0.8820248219101321
2015-04-15,ATL,MIA,1,ATL201504150,0.17794713945386992,-0.4672129273330202,,,1.5070646880186542,-0.5331919586776975,0.6451600667868902,,2.040256646696352
2015-04-15,BAL,NYY,1,BAL201504150,0.6495867027340613,0.4542918392727539,,,-0.9939724731768491,0.5124161842934427,0.19529486346130737,,-1.5063886574702918
2015-04-15,BOS,WSN,1,BOS201504150,1.4529563294943535,-1.3356271016902157,,,0.5790097382810389,-0.08333828984602756,2.788583431184569,,0.6623480281270664
2015-04-15,CHC,CIN,1,CHN201504150,-0.537080927398683,-0.325371205189728,,,1.0510995568440387,0.0954618558346255,-0.21170972220895495,,0.9556377010094131
2015-04-15,CLE,CHW,1,CLE201504150,-0.8509292051349032,-0.8764765705818622,,,-0.21315378450626835,-0.4226954218769231,0.025547365446959014,,0.20954163737065476
2015-04-15,HOU,ATH,1,HOU201504150,-2.199104292800511,1.61058533662957,,,0.9431596393304222,0.7369303046331953,-3.809689629430081,,0.20622933469722693
2015-04-15,LAD,SEA,1,LAN201504150,0.5810413525963435,-1.1078367617251128,,,-0.1157867238422946,-0.21218497664525066,1.6888781143214562,,0.09639825280295605
2015-04-15,MIN,KCR,1,MIN201504150,-1.4914131466176097,3.334100242062913,,,-1.0415513156900567,1.2710992568880675,-4.825513388680523,,-2.312650572578124
2015-04-15,NYM,PHI,1,NYN201504150,-0.7530676887178644,-1.1282901610221563,,,0.6492639624396239,0.31061917854563015,0.37522247230429184,,0.3386447838939938
2015-04-15,PIT,DET,1,PIT201504150,-0.7942705896629159,1.9387024760712757,,,0.367060158168122,0.3422891165328503,-2.7329730657341917,,0.024771041635271662
2015-04-15,SDP,ARI,1,SDN201504150,0.3555098583271594,0.03731752886034828,,,0.12304423860840277,0.5774215606158384,0.31819232946681114,,-0.45437732200743564
2015-04-15,SFG,COL,1,SFN201504150,-1.4413537813400172,0.693125431681729,,,0.24039409024413766,0.9457681833482565,-2.1344792130217463,,-0.7053740931041188
2015-04-15,STL,MIL,1,SLN201504150,-0.7345550059015448,-1.4044476823298535,,,0.45756005443378506,-0.5284002693820044,0.6698926764283087,,0.9859603238157895
2015-04-15,TEX,LAA,1,TEX201504150,-0.6294525974569456,-1.2945093263551992,,,0.3097769491335593,0.6609505622937818,0.6650567288982536,,-0.3511736131602225
2015-04-15,TOR,TBR,1,TOR201504150,0.8818282426718056,0.07524512587157389,,,0.1698875523560588,-0.48405771595447217,0.8065831168002318,,0.6539452683105309
2015-04-16,MIN,KCR,1,MIN201504160,-1.4981942391438787,2.543729008969895,,,-0.7381299833862813,1.1588337504881792,-4.041923248113774,,-1.8969637338744605
2015-04-16,NYM,MIA,1,NYN201504160,-0.40051338597181946,-0.30295256014948824,,,0.766493584829628,-0.3754577997460711,-0.09756082582233122,,1.141951384575699
2015-04-16,SFG,ARI,1,SFN201504160,-1.3961053654741389,-0.2989254879776051,-0.7839613207326488,,0.39363777556111196,0.5006431062926275,-1.0971798774965338,,-0.10700533073151558
2015-04-16,STL,MIL,1,SLN201504160,-0.5647131317481472,-1.4775004248737758,,,0.502598752859513,-0.2961473347642025,0.9127872931256286,,0.7987460876237156
2015-04-16,TOR,TBR,1,TOR201504160,1.3860607752634426,0.29034348714348435,,1.2898967005879054,-0.14569737484345768,-0.4719220683114976,1.0957172881199582,,0.3262246934680399
2015-04-16,WSN,PHI,1,WAS201504160,-0.6304318262447729,-1.335021212317609,,0.15924641512082138,0.07365743208802113,0.31273073732505025,0.7045893860728362,,-0.23907330523702913
2015-04-17,BOS,BAL,1,BOS201504170,1.2927534459192886,0.9612257483383032,,,0.5448891590585131,-0.9087720935556569,0.33152769758098544,,1.45366125261417
2015-04-17,CHC,SDP,1,CHN201504170,-0.37700778211444663,0.3026902043805633,,1.3808502830475566,1.1407370558603223,0.19938136191825653,-0.6796979864950099,,0.9413556939420658
2015-04-17,DET,CHW,1,DET201504170,1.3911944650987749,-1.0155257020942834,1.4929873552050617,-1.2910492917150564,0.3535022964573636,-0.15703369248613633,2.4067201671930585,2.784036646920118,0.5105359889434999
2015-04-17,HOU,LAA,1,HOU201504170,-1.7931662476924275,-0.4827715815025362,,-2.115349633652859,1.0182296048785286,0.5748911077841327,-1.3103946661898913,,0.443338497094396
2015-04-17,KCR,ATH,1,KCA201504170,2.2623291610086587,1.1506398406984897,,2.8205873360940257,1.230117230165755,0.6305795098784395,1.111689320310169,,0.5995377202873156
2015-04-17,LAD,COL,1,LAN201504170,0.6780743259936651,0.5062370923080667,-1.3294927194007835,-0.7816456235128624,0.08480620832093907,0.8773076304829402,0.17183723368559845,-0.5478470958879211,-0.7925014221620011
2015-04-17,MIN,CLE,1,MIN201504170,-1.0590239777754213,-0.6920729249934727,,1.1070064122556864,-0.680585284229152,-0.02030666049793345,-0.3669510527819486,,-0.6602786237312186
2015-04-17,NYM,MIA,1,NYN201504170,-0.1150282360574137,-0.27154426640266266,0.8808502830475567,,0.6895693137133148,-0.46079929465590774,0.15651603034524897,,1.1503686083692224
2015-04-17,PIT,MIL,1,PIT201504170,-1.1492260377760621,-1.7565414468523821,,,0.4740116081005985,-0.35102791310579584,0.60731540907632,,0.8250395212063943
2015-04-17,SEA,TEX,1,SEA201504170,-1.0994188809636758,-0.7653942999793742,,-0.19695856171794013,0.008372347805763965,0.21796128148792954,-0.33402458098430154,,-0.20958893368216558
