team,barrel_pct,hard_hit_pct,avg_exit_velo,year
MIN,0.0854797622417209,0.4095669402773846,88.02000000000001,2025
NYM,0.1037968995731296,0.4551786115479667,89.31052631578947,2025
NYY,0.1218929254302103,0.4684512428298279,90.76470588235294,2025
OAK,0.0869888475836431,0.4004956629491945,88.22727272727273,2025
PHI,0.0916496945010183,0.4252093233763295,88.19999999999999,2025
PIT,0.0913327120223671,0.4283939111525318,89.26666666666667,2025
SDP,0.0760104564649105,0.3878946310074401,88.01304347826087,2025
SEA,0.0960091220068415,0.4319270239452679,88.575,2025
SFG,0.0822306238185255,0.4024102079395085,88.2909090909091,2025
STL,0.0780394955983821,0.4051867713537949,88.53999999999999,2025
TBR,0.07625,0.4045,88.9090909090909,2025
TEX,0.0876173446580241,0.4038891372373714,88.072,2025
TOR,0.0791177660866046,0.4028733306353703,88.845,2025
WSN,0.0814270152505446,0.4281045751633986,88.815,2025
ARI,0.06789250353606789,0.3620933521923621,88.30000000000001,2026
ATL,0.10460772104607721,0.4122042341220423,89.13076923076923,2026
BAL,0.07848837209302326,0.436046511627907,90.4625,2026
BOS,0.07779349363507779,0.42574257425742573,89.41538461538462,2026
CHC,0.08683853459972862,0.4016282225237449,88.14285714285714,2026
CHW,0.093603744149766,0.40873634945397813,87.86666666666666,2026
CIN,0.11326378539493294,0.37853949329359166,89.3,2026
CLE,0.07586206896551724,0.3503448275862069,88.65333333333334,2026
COL,0.06591865357643759,0.37307152875175315,88.54666666666667,2026
DET,0.10960757780784844,0.4208389715832206,89.6,2026
HOU,0.09195402298850575,0.3780332056194125,88.3111111111111,2026
KCR,0.08974358974358974,0.4116809116809117,88.36666666666666,2026
LAA,0.09696092619392185,0.37771345875542695,88.39285714285714,2026
LAD,0.11643835616438356,0.43424657534246575,89.69333333333334,2026
MIA,0.06591865357643759,0.40813464235624125,89.01333333333334,2026
MIL,0.06744868035190615,0.39002932551319647,87.21764705882353,2026
MIN,0.08840579710144927,0.3739130434782609,88.12142857142858,2026
NYM,0.07027027027027027,0.40135135135135136,89.35882352941177,2026
NYY,0.12312312312312312,0.45795795795795796,90.9,2026
OAK,0.0896358543417367,0.4565826330532213,91.51333333333334,2026
PHI,0.06611570247933884,0.4118457300275482,89.6,2026
PIT,0.07887323943661972,0.4098591549295775,88.02142857142857,2026
SDP,0.08563134978229318,0.4513788098693759,88.93846153846154,2026
SEA,0.09361702127659574,0.375886524822695,89.26666666666667,2026
SFG,0.06910569105691057,0.3807588075880759,88.8875,2026
STL,0.08057553956834532,0.4071942446043165,88.71538461538461,2026
TBR,0.04672897196261682,0.3311081441922563,87.30714285714285,2026
TEX,0.08309037900874636,0.42565597667638483,89.92857142857143,2026
TOR,0.06355382619974059,0.38132295719844356,88.20588235294117,2026
WSN,0.08397932816537468,0.3888888888888889,88.75714285714285,2026
