date,matchup,bet_side,stake,odds,model_prob,vegas_prob,edge,won,game_pnl,flat_pnl,bankroll,year
2021-04-01,LAD @ COL,COL,1.37,195.0,0.3752,0.3318,0.0433,True,2.67,1.95,102.67,2021
2021-04-01,CHW @ LAA,,0.0,,0.5481,0.5296,0.0185,,0.0,,102.67,2021
2021-04-01,SFG @ SEA,,0.0,,0.5328,0.5296,0.0032,,0.0,,102.67,2021
2021-04-01,PIT @ CHC,PIT,2.46,190.0,0.4077,0.3373,0.0704,True,4.67,1.9,107.34,2021
2021-04-01,STL @ CIN,CIN,3.68,-122.0,0.6113,0.5381,0.0732,False,-3.68,-1.0,103.66,2021
2021-04-01,TEX @ KCR,,0.0,,0.5925,0.5902,0.0024,,0.0,,103.66,2021
2021-04-01,ARI @ SDP,ARI,1.79,205.0,0.3743,0.3199,0.0544,False,-1.79,-1.0,101.87,2021
2021-04-01,TBR @ MIA,,0.0,,0.4258,0.4098,0.016,,0.0,,101.87,2021
2021-04-01,MIN @ MIL,MIN,1.55,-101.0,0.5328,0.4907,0.0421,False,-1.55,-1.0,100.32,2021
2021-04-01,TOR @ NYY,TOR,2.84,170.0,0.4417,0.3633,0.0784,True,4.83,1.7,105.15,2021
2021-04-01,HOU @ ATH,ATH,1.41,-108.0,0.5451,0.507,0.0381,False,-1.41,-1.0,103.74,2021
2021-04-01,ATL @ PHI,ATL,3.97,117.0,0.5433,0.4517,0.0916,False,-3.97,-1.0,99.77,2021
2021-04-01,CLE @ DET,DET,2.92,165.0,0.4502,0.3699,0.0803,True,4.82,1.65,104.59,2021
2021-04-02,CHW @ LAA,CHW,3.26,109.0,0.5436,0.4682,0.0753,True,3.55,1.09,108.14,2021
2021-04-02,TBR @ MIA,TBR,3.33,-101.0,0.5637,0.4907,0.073,True,3.3,0.99,111.44,2021
2021-04-02,HOU @ ATH,HOU,1.3,114.0,0.4922,0.4577,0.0344,True,1.48,1.14,112.92,2021
2021-04-02,LAD @ COL,COL,1.04,210.0,0.3475,0.3137,0.0338,False,-1.04,-1.0,111.88,2021
2021-04-02,SFG @ SEA,SFG,2.89,104.0,0.543,0.4792,0.0637,True,3.01,1.04,114.89,2021
2021-04-02,BAL @ BOS,BAL,3.43,161.0,0.4567,0.3773,0.0794,True,5.52,1.61,120.41,2021
2021-04-02,ARI @ SDP,ARI,4.81,190.0,0.4495,0.3373,0.1122,False,-4.81,-1.0,115.6,2021
2021-04-03,BAL @ BOS,BAL,3.55,156.0,0.4654,0.385,0.0804,True,5.54,1.56,121.14,2021
2021-04-03,STL @ CIN,,0.0,,0.5529,0.5296,0.0233,,0.0,,121.14,2021
2021-04-03,ARI @ SDP,ARI,3.16,190.0,0.4133,0.3373,0.076,False,-3.16,-1.0,117.98,2021
2021-04-03,LAD @ COL,,0.0,,0.6816,0.6735,0.0081,,0.0,,117.98,2021
2021-04-03,CLE @ DET,DET,1.51,142.0,0.4432,0.4066,0.0367,True,2.14,1.42,120.12,2021
2021-04-03,ATL @ PHI,,0.0,,0.5269,0.5162,0.0106,,0.0,,120.12,2021
2021-04-03,TEX @ KCR,TEX,1.43,152.0,0.4255,0.3909,0.0346,False,-1.43,-1.0,118.69,2021
2021-04-03,CHW @ LAA,,0.0,,0.5433,0.523,0.0202,,0.0,,118.69,2021
2021-04-03,HOU @ ATH,ATH,2.24,118.0,0.4996,0.4497,0.05,False,-2.24,-1.0,116.45,2021
2021-04-03,TOR @ NYY,TOR,2.82,152.0,0.4553,0.3909,0.0644,False,-2.82,-1.0,113.63,2021
2021-04-03,MIN @ MIL,MIN,3.8,120.0,0.5275,0.4457,0.0817,True,4.56,1.2,118.19,2021
2021-04-03,SFG @ SEA,SFG,1.62,-115.0,0.5603,0.523,0.0373,False,-1.62,-1.0,116.57,2021
2021-04-03,PIT @ CHC,PIT,2.68,149.0,0.4567,0.3955,0.0613,False,-2.68,-1.0,113.89,2021
2021-04-03,TBR @ MIA,TBR,1.32,-106.0,0.5372,0.5023,0.0348,False,-1.32,-1.0,112.57,2021
2021-04-04,ATL @ PHI,,0.0,,0.5334,0.5162,0.0172,,0.0,,112.57,2021
2021-04-04,HOU @ ATH,HOU,1.12,106.0,0.5059,0.4748,0.0312,True,1.19,1.06,113.76,2021
2021-04-04,TEX @ KCR,,0.0,,0.4185,0.3939,0.0246,,0.0,,113.76,2021
2021-04-04,TOR @ NYY,TOR,4.0,164.0,0.4662,0.3717,0.0945,True,6.56,1.64,120.32,2021
2021-04-04,ARI @ SDP,ARI,3.91,180.0,0.4407,0.3488,0.0919,True,7.04,1.8,127.36,2021
2021-04-04,LAD @ COL,COL,1.51,190.0,0.3758,0.3373,0.0385,False,-1.51,-1.0,125.85,2021
2021-04-04,CHW @ LAA,CHW,4.32,114.0,0.5404,0.4577,0.0827,False,-4.32,-1.0,121.53,2021
2021-04-04,CLE @ DET,,0.0,,0.4567,0.4457,0.011,,0.0,,121.53,2021
2021-04-04,BAL @ BOS,BAL,4.67,160.0,0.4792,0.3792,0.1,True,7.47,1.6,129.0,2021
2021-04-04,PIT @ CHC,PIT,3.45,171.0,0.4366,0.362,0.0746,False,-3.45,-1.0,125.55,2021
2021-04-04,STL @ CIN,CIN,4.42,102.0,0.5662,0.4838,0.0825,True,4.51,1.02,130.06,2021
2021-04-04,MIN @ MIL,MIN,3.43,-105.0,0.5637,0.5,0.0637,True,3.27,0.95,133.33,2021
2021-04-05,MIL @ CHC,,0.0,,0.5357,0.5116,0.024,,0.0,,133.33,2021
2021-04-05,NYM @ PHI,PHI,6.34,173.0,0.4869,0.3594,0.1274,True,10.97,1.73,144.3,2021
2021-04-05,BAL @ NYY,BAL,5.64,205.0,0.4329,0.3199,0.113,False,-5.64,-1.0,138.66,2021
2021-04-05,TOR @ TEX,TEX,2.37,135.0,0.4649,0.4183,0.0466,False,-2.37,-1.0,136.29,2021
2021-04-05,STL @ MIA,STL,3.83,106.0,0.5433,0.4748,0.0685,True,4.06,1.06,140.35,2021
2021-04-05,SFG @ SDP,SFG,2.53,132.0,0.4721,0.4235,0.0486,True,3.34,1.32,143.69,2021
2021-04-05,HOU @ LAA,,0.0,,0.4783,0.477,0.0014,,0.0,,143.69,2021
2021-04-05,MIN @ DET,DET,1.83,142.0,0.4432,0.4066,0.0366,False,-1.83,-1.0,141.86,2021
2021-04-05,PIT @ CIN,,0.0,,0.4151,0.4082,0.007,,0.0,,141.86,2021
2021-04-05,CHW @ SEA,,0.0,,0.4706,0.4598,0.0108,,0.0,,141.86,2021
2021-04-05,TBR @ BOS,,0.0,,0.5466,0.5185,0.0281,,0.0,,141.86,2021
2021-04-05,LAD @ ATH,ATH,1.49,145.0,0.4331,0.4017,0.0313,False,-1.49,-1.0,140.37,2021
2021-04-05,KCR @ CLE,KCR,2.03,115.0,0.4961,0.4557,0.0404,True,2.33,1.15,142.7,2021
2021-04-06,MIL @ CHC,CHC,1.81,-113.0,0.5543,0.5185,0.0358,False,-1.81,-1.0,140.89,2021
2021-04-06,NYM @ PHI,,0.0,,0.4819,0.4598,0.0221,,0.0,,140.89,2021
2021-04-06,ATL @ WSN,ATL,7.6,106.0,0.5965,0.4748,0.1217,False,-7.6,-1.0,133.29,2021
2021-04-06,TBR @ BOS,BOS,2.74,145.0,0.4567,0.4017,0.055,True,3.97,1.45,137.26,2021
2021-04-06,MIN @ DET,,0.0,,0.5742,0.573,0.0012,,0.0,,137.26,2021
2021-04-06,PIT @ CIN,PIT,2.19,145.0,0.446,0.4017,0.0442,False,-2.19,-1.0,135.07,2021
2021-04-06,LAD @ ATH,ATH,2.89,158.0,0.4399,0.3821,0.0579,False,-2.89,-1.0,132.18,2021
2021-04-06,CHW @ SEA,,0.0,,0.4363,0.4098,0.0265,,0.0,,132.18,2021
2021-04-06,TOR @ TEX,,0.0,,0.4509,0.4325,0.0184,,0.0,,132.18,2021
2021-04-06,STL @ MIA,STL,4.81,117.0,0.5393,0.4517,0.0876,True,5.63,1.17,137.81,2021
2021-04-06,SFG @ SDP,SFG,3.7,170.0,0.438,0.3633,0.0747,False,-3.7,-1.0,134.11,2021
2021-04-06,ARI @ COL,ARI,2.52,113.0,0.5094,0.4598,0.0496,True,2.85,1.13,136.96,2021
2021-04-06,BAL @ NYY,BAL,5.42,245.0,0.4022,0.2823,0.1199,False,-5.42,-1.0,131.54,2021
2021-04-06,HOU @ LAA,LAA,1.5,-108.0,0.5412,0.507,0.0342,False,-1.5,-1.0,130.04,2021
2021-04-07,ATL @ WSN,ATL,8.83,122.0,0.5997,0.4419,0.1579,True,10.77,1.22,140.81,2021
2021-04-07,ATL @ WSN,,0.0,,0.4003,0.3792,0.021,,0.0,,140.81,2021
2021-04-07,ATL @ WSN,,0.0,,0.4003,0.3792,0.021,,0.0,,140.81,2021
2021-04-07,KCR @ CLE,KCR,4.5,170.0,0.4509,0.3633,0.0876,False,-4.5,-1.0,136.31,2021
2021-04-07,LAD @ ATH,,0.0,,0.4003,0.3864,0.0138,,0.0,,136.31,2021
2021-04-07,TBR @ BOS,,0.0,,0.5097,0.4838,0.026,,0.0,,136.31,2021
2021-04-07,ATL @ WSN,ATL,9.26,122.0,0.5997,0.4419,0.1579,True,11.3,1.22,147.61,2021
2021-04-07,CHW @ SEA,,0.0,,0.4398,0.4235,0.0163,,0.0,,147.61,2021
2021-04-07,TOR @ TEX,TEX,3.86,170.0,0.4363,0.3633,0.073,True,6.56,1.7,154.17,2021
2021-04-07,PIT @ CIN,PIT,2.26,180.0,0.3948,0.3488,0.0459,False,-2.26,-1.0,151.91,2021
2021-04-07,MIL @ CHC,,0.0,,0.5217,0.493,0.0286,,0.0,,151.91,2021
2021-04-07,BAL @ NYY,BAL,7.82,175.0,0.4946,0.3569,0.1377,True,13.69,1.75,165.6,2021
2021-04-07,ARI @ COL,,0.0,,0.4926,0.4704,0.0222,,0.0,,165.6,2021
2021-04-07,MIN @ DET,DET,2.07,160.0,0.4154,0.3792,0.0362,False,-2.07,-1.0,163.53,2021
2021-04-07,STL @ MIA,,0.0,,0.5024,0.477,0.0254,,0.0,,163.53,2021
2021-04-07,NYM @ PHI,NYM,5.74,154.0,0.4789,0.3879,0.091,False,-5.74,-1.0,157.79,2021
2021-04-07,SFG @ SDP,SFG,2.99,138.0,0.4641,0.4132,0.0509,True,4.13,1.38,161.92,2021
2021-04-08,MIL @ STL,STL,3.22,130.0,0.4798,0.427,0.0527,True,4.19,1.3,166.11,2021
2021-04-08,MIA @ NYM,MIA,6.51,165.0,0.475,0.3699,0.1051,False,-6.51,-1.0,159.6,2021
2021-04-08,BOS @ BAL,BAL,5.85,138.0,0.5052,0.4132,0.092,False,-5.85,-1.0,153.75,2021
2021-04-08,CHC @ PIT,,0.0,,0.4363,0.4098,0.0265,,0.0,,153.75,2021
2021-04-08,SEA @ MIN,SEA,7.72,196.0,0.4709,0.3308,0.1401,False,-7.72,-1.0,146.03,2021
2021-04-08,LAA @ TOR,LAA,1.54,-101.0,0.5235,0.4907,0.0328,True,1.52,0.99,147.55,2021
2021-04-08,ARI @ COL,ARI,4.74,117.0,0.53,0.4517,0.0784,False,-4.74,-1.0,142.81,2021
2021-04-08,ATH @ HOU,ATH,4.45,156.0,0.4666,0.385,0.0816,False,-4.45,-1.0,138.36,2021
2021-04-08,KCR @ CHW,,0.0,,0.9486,0.6136,0.335,,0.0,,138.36,2021
2021-04-09,CIN @ ARI,,0.0,,0.4485,0.4217,0.0268,,0.0,,138.36,2021
2021-04-09,DET @ CLE,DET,4.09,170.0,0.4447,0.3633,0.0814,False,-4.09,-1.0,134.27,2021
2021-04-09,SDP @ TEX,,0.0,,0.7179,0.6393,0.0786,,0.0,,134.27,2021
2021-04-09,NYY @ TBR,TBR,2.56,119.0,0.4981,0.4477,0.0504,True,3.05,1.19,137.32,2021
2021-04-09,WSN @ LAD,WSN,5.07,245.0,0.3948,0.2823,0.1125,False,-5.07,-1.0,132.25,2021
2021-04-09,COL @ SFG,COL,3.4,141.0,0.475,0.4082,0.0668,False,-3.4,-1.0,128.85,2021
2021-04-09,ATH @ HOU,ATH,5.08,161.0,0.4804,0.3773,0.1031,True,8.18,1.61,137.03,2021
2021-04-09,PHI @ ATL,,0.0,,0.4779,0.4557,0.0222,,0.0,,137.03,2021
2021-04-09,LAA @ TOR,TOR,1.61,115.0,0.4903,0.4557,0.0346,False,-1.61,-1.0,135.42,2021
2021-04-10,DET @ CLE,DET,4.16,150.0,0.4738,0.3939,0.0799,False,-4.16,-1.0,131.26,2021
2021-04-10,SEA @ MIN,SEA,6.61,170.0,0.4972,0.3633,0.1339,True,11.24,1.7,142.5,2021
2021-04-10,ATH @ HOU,ATH,3.77,141.0,0.4769,0.4082,0.0687,True,5.32,1.41,147.82,2021
2021-04-10,SDP @ TEX,,0.0,,0.4258,0.4049,0.0209,,0.0,,147.82,2021
2021-04-10,CIN @ ARI,,0.0,,0.4628,0.4619,0.0009,,0.0,,147.82,2021
2021-04-10,BOS @ BAL,BAL,2.26,117.0,0.4938,0.4517,0.0422,False,-2.26,-1.0,145.56,2021
2021-04-10,WSN @ LAD,WSN,2.68,157.0,0.434,0.3835,0.0505,False,-2.68,-1.0,142.88,2021
2021-04-10,LAA @ TOR,,0.0,,0.5134,0.4907,0.0227,,0.0,,142.88,2021
2021-04-10,MIL @ STL,,0.0,,0.492,0.4838,0.0083,,0.0,,142.88,2021
2021-04-10,PHI @ ATL,,0.0,,0.5692,0.5619,0.0073,,0.0,,142.88,2021
2021-04-10,NYY @ TBR,TBR,3.99,128.0,0.5014,0.4307,0.0707,True,5.11,1.28,147.99,2021
2021-04-10,CHC @ PIT,PIT,1.95,147.0,0.4363,0.3986,0.0377,True,2.87,1.47,150.86,2021
2021-04-10,MIA @ NYM,MIA,6.13,240.0,0.4088,0.2873,0.1215,True,14.71,2.4,165.57,2021
2021-04-10,COL @ SFG,COL,5.79,160.0,0.4707,0.3792,0.0915,False,-5.79,-1.0,159.78,2021
2021-04-11,WSN @ LAD,WSN,3.27,140.0,0.4645,0.4098,0.0546,False,-3.27,-1.0,156.51,2021
2021-04-11,CHC @ PIT,,0.0,,0.4459,0.4419,0.004,,0.0,,156.51,2021
2021-04-11,PHI @ ATL,PHI,4.33,153.0,0.4622,0.3894,0.0728,True,6.62,1.53,163.13,2021
2021-04-11,COL @ SFG,COL,2.06,115.0,0.4922,0.4557,0.0365,False,-2.06,-1.0,161.07,2021
2021-04-11,NYY @ TBR,TBR,6.2,128.0,0.525,0.4307,0.0943,False,-6.2,-1.0,154.87,2021
2021-04-11,MIA @ NYM,,0.0,,,,,,0.0,,154.87,2021
2021-04-11,KCR @ CHW,CHW,4.9,-112.0,0.5879,0.5162,0.0717,False,-4.9,-1.0,149.97,2021
2021-04-11,SDP @ TEX,TEX,1.61,150.0,0.4258,0.3939,0.0319,False,-1.61,-1.0,148.36,2021
2021-04-11,CIN @ ARI,,0.0,,0.5303,0.507,0.0233,,0.0,,148.36,2021
2021-04-11,SEA @ MIN,SEA,4.3,165.0,0.4495,0.3699,0.0797,True,7.09,1.65,155.45,2021
2021-04-11,MIL @ STL,MIL,4.67,120.0,0.5201,0.4457,0.0743,True,5.6,1.2,161.05,2021
2021-04-11,DET @ CLE,DET,3.58,150.0,0.4534,0.3939,0.0594,False,-3.58,-1.0,157.47,2021
2021-04-11,BOS @ BAL,BAL,3.76,130.0,0.4888,0.427,0.0618,False,-3.76,-1.0,153.71,2021
2021-04-12,ATH @ ARI,,0.0,,0.4831,0.4557,0.0274,,0.0,,153.71,2021
2021-04-12,LAA @ KCR,,0.0,,0.5072,0.4861,0.0211,,0.0,,153.71,2021
2021-04-12,MIA @ ATL,,0.0,,0.4664,0.4381,0.0283,,0.0,,153.71,2021
2021-04-12,SDP @ PIT,PIT,3.97,178.0,0.4258,0.352,0.0738,False,-3.97,-1.0,149.74,2021
2021-04-12,DET @ HOU,DET,5.36,220.0,0.411,0.3043,0.1066,True,11.79,2.2,161.53,2021
2021-04-12,NYY @ TOR,TOR,5.67,176.0,0.4519,0.3553,0.0966,False,-5.67,-1.0,155.86,2021
2021-04-12,TEX @ TBR,TEX,2.58,185.0,0.3938,0.343,0.0508,False,-2.58,-1.0,153.28,2021
2021-04-12,CIN @ SFG,,0.0,,0.4954,0.4861,0.0094,,0.0,,153.28,2021
2021-04-12,CLE @ CHW,CLE,2.22,115.0,0.4961,0.4557,0.0404,False,-2.22,-1.0,151.06,2021
2021-04-12,CHC @ MIL,CHC,2.16,116.0,0.4936,0.4537,0.04,False,-2.16,-1.0,148.9,2021
2021-04-12,WSN @ STL,WSN,3.6,128.0,0.4928,0.4307,0.0622,True,4.61,1.28,153.51,2021
2021-04-13,ATH @ ARI,,0.0,,0.5294,0.5,0.0294,,0.0,,153.51,2021
2021-04-13,DET @ HOU,,0.0,,0.3817,0.3735,0.0082,,0.0,,153.51,2021
2021-04-13,CIN @ SFG,,0.0,,0.4909,0.4907,0.0002,,0.0,,153.51,2021
2021-04-13,CLE @ CHW,,0.0,,0.4863,0.4815,0.0048,,0.0,,153.51,2021
2021-04-13,LAA @ KCR,KCR,2.3,122.0,0.4834,0.4419,0.0415,True,2.81,1.22,156.32,2021
2021-04-13,SEA @ BAL,SEA,1.95,126.0,0.4702,0.4343,0.0359,True,2.46,1.26,158.78,2021
2021-04-13,SEA @ BAL,,0.0,,0.4702,0.4457,0.0245,,0.0,,158.78,2021
2021-04-13,WSN @ STL,,0.0,,0.5174,0.4977,0.0197,,0.0,,158.78,2021
2021-04-13,TEX @ TBR,,0.0,,0.67,0.6106,0.0594,,0.0,,158.78,2021
2021-04-13,SDP @ PIT,PIT,2.93,210.0,0.3726,0.3137,0.0589,True,6.15,2.1,164.93,2021
2021-04-13,PHI @ NYM,NYM,5.99,109.0,0.5542,0.4682,0.086,True,6.53,1.09,171.46,2021
2021-04-13,PHI @ NYM,PHI,2.14,140.0,0.4458,0.4098,0.036,False,-2.14,-1.0,169.32,2021
2021-04-13,CHC @ MIL,,0.0,,0.6135,0.5783,0.0353,,0.0,,169.32,2021
2021-04-13,MIA @ ATL,,0.0,,0.6048,0.603,0.0019,,0.0,,169.32,2021
2021-04-13,PHI @ NYM,PHI,2.11,140.0,0.4458,0.4098,0.036,False,-2.11,-1.0,167.21,2021
2021-04-13,PHI @ NYM,NYM,6.07,109.0,0.5542,0.4682,0.086,True,6.62,1.09,173.83,2021
2021-04-13,COL @ LAD,COL,3.82,280.0,0.328,0.2567,0.0713,False,-3.82,-1.0,170.01,2021
2021-04-13,BOS @ MIN,BOS,2.66,112.0,0.5048,0.4619,0.0429,True,2.98,1.12,172.99,2021
2021-04-13,SEA @ BAL,,0.0,,0.4702,0.4457,0.0245,,0.0,,172.99,2021
2021-04-13,SEA @ BAL,SEA,2.15,126.0,0.4702,0.4343,0.0359,False,-2.15,-1.0,170.84,2021
2021-04-13,NYY @ TOR,NYY,2.52,103.0,0.5225,0.4815,0.0411,False,-2.52,-1.0,168.32,2021
2021-04-14,NYY @ TOR,TOR,3.14,130.0,0.4769,0.427,0.0499,True,4.08,1.3,172.4,2021
2021-04-14,CLE @ CHW,CHW,17.24,-111.0,0.9079,0.5139,0.394,True,15.53,0.9,187.93,2021
2021-04-14,PHI @ NYM,NYM,2.5,104.0,0.5174,0.4792,0.0381,True,2.6,1.04,190.53,2021
2021-04-14,CHC @ MIL,,0.0,,0.6358,0.6246,0.0112,,0.0,,190.53,2021
2021-04-14,BOS @ MIN,BOS,3.55,120.0,0.4952,0.4457,0.0495,True,4.26,1.2,194.79,2021
2021-04-14,COL @ LAD,COL,5.58,225.0,0.387,0.2999,0.0871,False,-5.58,-1.0,189.21,2021
2021-04-14,CIN @ SFG,SFG,3.5,108.0,0.5192,0.4704,0.0488,True,3.78,1.08,192.99,2021
2021-04-14,BOS @ MIN,BOS,5.85,135.0,0.4952,0.4183,0.077,True,7.9,1.35,200.89,2021
2021-04-14,SDP @ PIT,PIT,2.88,176.0,0.3988,0.3553,0.0436,True,5.07,1.76,205.96,2021
2021-04-14,WSN @ STL,,0.0,,0.4847,0.4748,0.0099,,0.0,,205.96,2021
2021-04-14,LAA @ KCR,KCR,1.99,116.0,0.4837,0.4537,0.03,True,2.31,1.16,208.27,2021
2021-04-14,BOS @ MIN,BOS,6.32,135.0,0.4952,0.4183,0.077,True,8.53,1.35,216.8,2021
2021-04-14,BOS @ MIN,BOS,4.04,120.0,0.4952,0.4457,0.0495,True,4.85,1.2,221.65,2021
2021-04-14,DET @ HOU,,0.0,,0.3809,0.3659,0.0151,,0.0,,221.65,2021
2021-04-14,MIA @ ATL,MIA,11.57,220.0,0.456,0.3043,0.1516,True,25.45,2.2,247.1,2021
2021-04-14,TEX @ TBR,,0.0,,0.6499,0.6418,0.0081,,0.0,,247.1,2021
2021-04-15,TOR @ KCR,KCR,4.58,-115.0,0.5694,0.523,0.0463,True,3.98,0.87,251.08,2021
2021-04-15,MIA @ ATL,MIA,7.09,147.0,0.4721,0.3986,0.0735,False,-7.09,-1.0,243.99,2021
2021-04-15,SDP @ PIT,PIT,2.89,135.0,0.4528,0.4183,0.0345,False,-2.89,-1.0,241.1,2021
2021-04-15,SEA @ BAL,SEA,7.2,125.0,0.5108,0.4362,0.0746,True,9.0,1.25,250.1,2021
2021-04-15,SEA @ BAL,,0.0,,0.5108,0.507,0.0039,,0.0,,250.1,2021
2021-04-15,SEA @ BAL,SEA,7.47,125.0,0.5108,0.4362,0.0746,True,9.34,1.25,259.44,2021
2021-04-15,ARI @ WSN,ARI,13.52,161.0,0.5117,0.3773,0.1344,True,21.77,1.61,281.21,2021
2021-04-15,TEX @ TBR,TEX,4.74,165.0,0.4193,0.3699,0.0495,True,7.82,1.65,289.03,2021
2021-04-15,COL @ LAD,COL,10.43,240.0,0.3961,0.2873,0.1088,False,-10.43,-1.0,278.6,2021
2021-04-15,BOS @ MIN,BOS,6.29,125.0,0.4946,0.4362,0.0584,False,-6.29,-1.0,272.31,2021
2021-04-15,DET @ ATH,DET,13.07,163.0,0.4992,0.3735,0.1257,False,-13.07,-1.0,259.24,2021
2021-04-15,CLE @ CHW,CLE,7.69,145.0,0.4784,0.4017,0.0767,True,11.15,1.45,270.39,2021
2021-04-15,SEA @ BAL,,0.0,,0.5108,0.507,0.0039,,0.0,,270.39,2021
2021-04-16,ARI @ WSN,ARI,12.41,176.0,0.4794,0.3553,0.1242,False,-12.41,-1.0,257.98,2021
2021-04-16,ATL @ CHC,ATL,2.91,100.0,0.5225,0.4884,0.0342,True,2.91,1.0,260.89,2021
2021-04-16,MIN @ LAA,,0.0,,0.4544,0.4537,0.0007,,0.0,,260.89,2021
2021-04-16,HOU @ SEA,,0.0,,0.5127,0.493,0.0197,,0.0,,260.89,2021
2021-04-16,SFG @ MIA,,0.0,,0.5567,0.5543,0.0024,,0.0,,260.89,2021
2021-04-16,TBR @ NYY,TBR,9.31,149.0,0.487,0.3955,0.0915,True,13.87,1.49,274.76,2021
2021-04-16,LAD @ SDP,SDP,8.79,137.0,0.4959,0.4149,0.0811,False,-8.79,-1.0,265.97,2021
2021-04-16,CLE @ CIN,CLE,3.44,107.0,0.5098,0.4726,0.0372,False,-3.44,-1.0,262.53,2021
2021-04-16,PIT @ MIL,,0.0,,0.6096,0.5747,0.0349,,0.0,,262.53,2021
2021-04-16,STL @ PHI,,0.0,,0.5923,0.58,0.0123,,0.0,,262.53,2021
2021-04-16,DET @ ATH,DET,7.22,170.0,0.4396,0.3633,0.0763,False,-7.22,-1.0,255.31,2021
2021-04-16,BAL @ TEX,,0.0,,0.5324,0.5318,0.0006,,0.0,,255.31,2021
2021-04-17,BAL @ TEX,BAL,9.0,125.0,0.5228,0.4362,0.0866,True,11.25,1.25,266.56,2021
2021-04-17,ATL @ CHC,,0.0,,0.5293,0.5139,0.0153,,0.0,,266.56,2021
2021-04-17,DET @ ATH,ATH,6.85,-128.0,0.6065,0.5503,0.0562,True,5.35,0.78,271.91,2021
2021-04-17,PIT @ MIL,MIL,9.42,-129.0,0.6238,0.5523,0.0715,True,7.3,0.78,279.21,2021
2021-04-17,SFG @ MIA,SFG,10.78,120.0,0.5388,0.4457,0.093,False,-10.78,-1.0,268.43,2021
2021-04-17,CHW @ BOS,CHW,8.89,117.0,0.5322,0.4517,0.0806,False,-8.89,-1.0,259.54,2021
2021-04-17,TOR @ KCR,KCR,7.53,105.0,0.5473,0.477,0.0703,False,-7.53,-1.0,252.01,2021
2021-04-17,TOR @ KCR,KCR,4.53,-105.0,0.5473,0.5,0.0473,False,-4.53,-1.0,247.48,2021
2021-04-17,TOR @ KCR,KCR,4.45,-105.0,0.5473,0.5,0.0473,True,4.24,0.95,251.72,2021
2021-04-17,TOR @ KCR,KCR,7.31,105.0,0.5473,0.477,0.0703,True,7.68,1.05,259.4,2021
2021-04-17,CLE @ CIN,,0.0,,0.4467,0.4325,0.0142,,0.0,,259.4,2021
2021-04-17,STL @ PHI,PHI,13.19,-108.0,0.617,0.507,0.11,False,-13.19,-1.0,246.21,2021
2021-04-17,NYM @ COL,COL,11.78,245.0,0.4258,0.2823,0.1435,True,28.86,2.45,275.07,2021
2021-04-17,LAD @ SDP,SDP,3.93,106.0,0.5148,0.4748,0.0401,False,-3.93,-1.0,271.14,2021
2021-04-17,ARI @ WSN,,0.0,,0.4921,0.4815,0.0106,,0.0,,271.14,2021
2021-04-17,NYM @ COL,NYM,4.86,-118.0,0.5742,0.5296,0.0446,False,-4.86,-1.0,266.28,2021
2021-04-17,HOU @ SEA,,0.0,,0.4687,0.4497,0.019,,0.0,,266.28,2021
2021-04-17,NYM @ COL,NYM,4.77,-118.0,0.5742,0.5296,0.0446,True,4.04,0.85,270.32,2021
2021-04-17,NYM @ COL,COL,12.94,245.0,0.4258,0.2823,0.1435,False,-12.94,-1.0,257.38,2021
2021-04-17,TBR @ NYY,,0.0,,0.5028,0.5,0.0028,,0.0,,257.38,2021
2021-04-18,LAD @ SDP,,0.0,,0.4775,0.4557,0.0218,,0.0,,257.38,2021
2021-04-18,TBR @ NYY,TBR,14.77,220.0,0.4704,0.3043,0.166,True,32.49,2.2,289.87,2021
2021-04-18,NYM @ COL,COL,6.86,165.0,0.4363,0.3699,0.0664,False,-6.86,-1.0,283.01,2021
2021-04-18,TOR @ KCR,,0.0,,0.5262,0.5162,0.0099,,0.0,,283.01,2021
2021-04-18,BAL @ TEX,BAL,6.95,-110.0,0.5706,0.5116,0.059,False,-6.95,-1.0,276.06,2021
2021-04-18,CHW @ BOS,CHW,2.98,-115.0,0.555,0.523,0.032,True,2.59,0.87,278.65,2021
2021-04-18,CHW @ BOS,CHW,7.04,-102.0,0.555,0.493,0.062,True,6.9,0.98,285.55,2021
2021-04-18,DET @ ATH,,0.0,,0.6319,0.5902,0.0418,,0.0,,285.55,2021
2021-04-18,CHW @ BOS,CHW,7.21,-102.0,0.555,0.493,0.062,True,7.07,0.98,292.62,2021
2021-04-18,CLE @ CIN,CIN,14.27,145.0,0.5236,0.4017,0.1219,False,-14.27,-1.0,278.35,2021
2021-04-18,ATL @ CHC,ATL,6.99,130.0,0.4916,0.427,0.0645,True,9.09,1.3,287.44,2021
2021-04-18,HOU @ SEA,SEA,6.07,112.0,0.5163,0.4619,0.0544,True,6.8,1.12,294.24,2021
2021-04-18,SFG @ MIA,SFG,8.09,128.0,0.5004,0.4307,0.0697,True,10.36,1.28,304.6,2021
2021-04-18,PIT @ MIL,,0.0,,0.3603,0.3488,0.0115,,0.0,,304.6,2021
2021-04-18,STL @ PHI,,0.0,,1.0,0.6265,0.3735,,0.0,,304.6,2021
2021-04-18,ARI @ WSN,,0.0,,0.5977,0.5765,0.0212,,0.0,,304.6,2021
2021-04-18,CHW @ BOS,CHW,3.29,-115.0,0.555,0.523,0.032,True,2.86,0.87,307.46,2021
