date,matchup,home_score,away_score,bet_side,stake,odds,model_prob,vegas_prob,edge,odds_bucket,edge_threshold,policy_reason,won,game_pnl,bankroll,home_team,away_team,side_home_away,is_favorite,sp_name,opp_sp_name,sp_throws,opp_sp_throws,close_prob,clv_prob,season_phase
2025-07-09,TOR @ CHW,2.0,1.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,TOR,,,,,,,,,
2025-07-09,WSN @ STL,2.0,8.0,,0.0,-136.7,0.5491,0.512,0.037,-140:-115,,-140:-115 excluded by static_underdog_130_170,,0.0,92.74,STL,WSN,home,True,Andre Pallante,MacKenzie Gore,R,L,,,mid
2025-07-09,COL @ BOS,10.0,2.0,,0.0,263.5,0.3573,0.2634,0.0939,+170+,,+170+ excluded by static_underdog_130_170,,0.0,92.74,BOS,COL,away,False,Antonio Senzatela,Lucas Giolito,R,R,,,mid
2025-07-09,CLE @ HOU,2.0,4.0,,0.0,-160.5,0.6445,0.5899,0.0545,-180:-140,,-180:-140 excluded by static_underdog_130_170,,0.0,92.74,HOU,CLE,home,True,Brandon Walter,Slade Cecconi,L,R,,,mid
2025-07-09,ARI @ SDP,2.0,8.0,,0.0,133.7,0.429,0.4083,0.0208,+130:+170,0.06,edge <= 6% threshold,,0.0,92.74,SDP,ARI,away,False,Brandon Pfaadt,Dylan Cease,R,R,,,mid
2025-07-09,PHI @ SFG,0.0,13.0,,0.0,-137.3,0.5571,0.5549,0.0022,-140:-115,,-140:-115 excluded by static_underdog_130_170,,0.0,92.74,SFG,PHI,away,True,Jesus Luzardo,Justin Verlander,L,R,,,mid
2025-07-09,MIA @ CIN,7.0,2.0,,0.0,122.3,0.4494,0.4297,0.0197,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,CIN,MIA,away,False,Sandy Alcantara,Andrew Abbott,R,L,,,mid
2025-07-09,SEA @ NYY,9.0,6.0,,0.0,130.2,0.4399,0.4154,0.0245,+130:+170,0.06,edge <= 6% threshold,,0.0,92.74,NYY,SEA,away,False,Logan Evans,Cam Schlittler,R,R,,,mid
2025-07-09,TEX @ LAA,11.0,8.0,,0.0,,,,,,,missing odds,,0.0,92.74,LAA,TEX,,,,,,,,,
2025-07-09,CHC @ MIN,4.0,2.0,,0.0,-112.5,0.5161,0.5052,0.0109,-115:+100,,-115:+100 excluded by static_underdog_130_170,,0.0,92.74,MIN,CHC,home,True,David Festa,Cade Horton,R,R,,,mid
2025-07-09,TBR @ DET,3.0,7.0,,0.0,-152.2,0.596,0.5762,0.0198,-180:-140,,-180:-140 excluded by static_underdog_130_170,,0.0,92.74,DET,TBR,home,True,Reese Olson,Zack Littell,R,R,,,mid
2025-07-10,NYM @ BAL,3.0,1.0,,0.0,118.0,0.4565,0.4389,0.0176,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,NYM @ BAL,3.0,1.0,,0.0,118.0,0.4565,0.4389,0.0176,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,NYM @ BAL,3.0,1.0,,0.0,118.0,0.4556,0.4389,0.0167,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,NYM @ BAL,3.0,1.0,,0.0,118.0,0.4556,0.4389,0.0167,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
