home_or_away,candidate_games,bets,bet_rate,wins,win_rate,avg_edge,avg_model_prob,avg_vegas_prob,avg_odds,staked,pnl,roi,avg_clv_prob
away,6872.0,529.0,0.07697904540162981,250.0,0.4725897920604915,0.1003274102079395,0.4918056710775048,0.39148071833648396,146.7100189035917,437.87,74.14,0.16931966108662388,
home,7086.0,663.0,0.09356477561388654,282.0,0.4253393665158371,0.1105289592760181,0.5187046757164404,0.4081692307692308,122.59834087481146,668.8299999999999,1.6300000000000097,0.002437091637635886,
