Date,home_team,away_team,game_number,year,home_sp_id,home_sp_name,away_sp_id,away_sp_name,game_pk,game_id
2026-04-04,KCR,MIL,1,2026,mlb_679883,Luinder Avila,mlb_694477,Chad Patrick,,20260404_KCR_MIL_1
2026-04-04,LAA,SEA,1,2026,mlb_686799,Jack Kochanowicz,mlb_676106,Emerson Hancock,,20260404_LAA_SEA_1
2026-04-04,MIN,TBR,1,2026,mlb_690953,Mick Abel,mlb_571927,Steven Matz,,20260404_MIN_TBR_1
2026-04-04,NYY,MIA,1,2026,mlb_677960,Ryan Weathers,mlb_676974,Max Meyer,,20260404_NYY_MIA_1
2026-04-04,PIT,BAL,1,2026,mlb_669387,Carmen Mlodzinski,mlb_669358,Shane Baz,,20260404_PIT_BAL_1
2026-04-04,SFG,NYM,1,2026,mlb_694738,Landen Roupp,mlb_605280,Clay Holmes,,20260404_SFG_NYM_1
2026-04-04,TEX,CIN,1,2026,mlb_677958,Kumar Rocker,mlb_695076,Rhett Lowder,,20260404_TEX_CIN_1
2026-04-04,WSN,LAD,1,2026,mlb_663623,Jake Irvin,mlb_607192,Tyler Glasnow,,20260404_WSN_LAD_1
2026-04-05,ARI,ATL,1,2026,mlb_694297,Brandon Pfaadt,mlb_527048,Martín Pérez,,20260405_ARI_ATL_1
2026-04-05,ATH,HOU,1,2026,mlb_682052,Jacob Lopez,mlb_621121,Lance McCullers Jr.,,20260405_ATH_HOU_1
2026-04-05,BOS,SDP,1,2026,mlb_624133,Ranger Suarez,mlb_621111,Walker Buehler,,20260405_BOS_SDP_1
2026-04-05,CHW,TOR,1,2026,mlb_663436,Davis Martin,mlb_641778,Eric Lauer,,20260405_CHW_TOR_1
2026-04-05,CLE,CHC,1,2026,mlb_677944,Slade Cecconi,mlb_665795,Edward Cabrera,,20260405_CLE_CHC_1
2026-04-05,COL,PHI,1,2026,mlb_608372,Tomoyuki Sugano,mlb_592836,Taijuan Walker,,20260405_COL_PHI_1
2026-04-05,DET,STL,1,2026,mlb_672456,Keider Montero,mlb_681517,Kyle Leahy,,20260405_DET_STL_1
2026-04-05,KCR,MIL,1,2026,mlb_663460,Kris Bubic,mlb_690986,Kyle Harrison,,20260405_KCR_MIL_1
2026-04-05,LAA,SEA,1,2026,mlb_691946,George Klassen,mlb_622491,Luis Castillo,,20260405_LAA_SEA_1
2026-04-05,MIN,TBR,1,2026,mlb_680573,Simeon Woods Richardson,mlb_607259,Nick Martinez,,20260405_MIN_TBR_1
2026-04-05,NYY,MIA,1,2026,mlb_608331,Max Fried,mlb_664126,Pete Fairbanks,,20260405_NYY_MIA_1
2026-04-05,PIT,BAL,1,2026,mlb_677952,Braxton Ashcraft,mlb_605135,Chris Bassitt,,20260405_PIT_BAL_1
2026-04-05,SFG,NYM,1,2026,mlb_657277,Logan Webb,mlb_673540,Kodai Senga,,20260405_SFG_NYM_1
2026-04-05,TEX,CIN,1,2026,mlb_683004,Jack Leiter,mlb_695505,Chase Burns,,20260405_TEX_CIN_1
2026-04-05,WSN,LAD,1,2026,mlb_656492,Foster Griffin,mlb_808963,Roki Sasaki,,20260405_WSN_LAD_1
2026-04-06,BOS,MIL,1,2026,mlb_678394,Brayan Bello,mlb_605540,Brandon Woodruff,,20260406_BOS_MIL_1
2026-04-06,CHW,BAL,1,2026,mlb_691799,Grant Taylor,mlb_687064,Brandon Young,,20260406_CHW_BAL_1
2026-04-06,CLE,KCR,1,2026,mlb_676440,Tanner Bibee,mlb_608379,Michael Wacha,,20260406_CLE_KCR_1
2026-04-06,COL,HOU,1,2026,mlb_663372,Ryan Feltner,mlb_675989,Cody Bolton,,20260406_COL_HOU_1
2026-04-06,LAA,ATL,1,2026,mlb_667755,José Soriano,mlb_519242,Chris Sale,,20260406_LAA_ATL_1
2026-04-06,MIA,CIN,1,2026,mlb_676083,Janson Junk,mlb_682227,Brandon Williamson,,20260406_MIA_CIN_1
2026-04-06,MIN,DET,1,2026,mlb_657746,Joe Ryan,mlb_663554,Casey Mize,,20260406_MIN_DET_1
2026-04-06,PIT,SDP,1,2026,mlb_696149,Bubba Chandler,mlb_608566,Germán Márquez,,20260406_PIT_SDP_1
2026-04-06,SFG,PHI,1,2026,mlb_605288,Adrian Houser,mlb_691725,Andrew Painter,,20260406_SFG_PHI_1
2026-04-06,TBR,CHC,1,2026,mlb_663556,Shane McClanahan,mlb_592791,Jameson Taillon,,20260406_TBR_CHC_1
2026-04-06,TEX,SEA,1,2026,mlb_594798,Jacob deGrom,mlb_669302,Logan Gilbert,,20260406_TEX_SEA_1
2026-04-06,TOR,LAD,1,2026,mlb_453286,Max Scherzer,mlb_680736,Justin Wrobleski,,20260406_TOR_LAD_1
2026-04-06,WSN,STL,1,2026,mlb_641793,Zack Littell,mlb_669467,Andre Pallante,,20260406_WSN_STL_1
2026-04-07,BOS,MIL,1,2026,mlb_676979,Garrett Crochet,mlb_694819,Jacob Misiorowski,,20260407_BOS_MIL_1
2026-04-07,CHW,BAL,1,2026,mlb_681343,Shane Smith,mlb_669432,Trevor Rogers,,20260407_CHW_BAL_1
2026-04-07,CLE,KCR,1,2026,mlb_668909,Gavin Williams,mlb_702070,Noah Cameron,,20260407_CLE_KCR_1
2026-04-07,COL,HOU,1,2026,mlb_607536,Kyle Freeland,mlb_681347,Mike Burrows,,20260407_COL_HOU_1
2026-04-07,LAA,ATL,1,2026,mlb_579328,Yusei Kikuchi,mlb_625643,Reynaldo López,,20260407_LAA_ATL_1
2026-04-07,MIA,CIN,1,2026,mlb_645261,Sandy Alcantara,mlb_671096,Andrew Abbott,,20260407_MIA_CIN_1
2026-04-07,MIN,DET,1,2026,mlb_671737,Taj Bradley,mlb_669373,Tarik Skubal,,20260407_MIN_DET_1
2026-04-07,NYM,ARI,1,2026,mlb_642547,Freddy Peralta,mlb_668678,Zac Gallen,,20260407_NYM_ARI_1
2026-04-07,NYY,ATH,1,2026,mlb_693645,Cam Schlittler,mlb_650644,Aaron Civale,,20260407_NYY_ATH_1
2026-04-07,PIT,SDP,1,2026,mlb_694973,Paul Skenes,mlb_601713,Nick Pivetta,,20260407_PIT_SDP_1
2026-04-07,SFG,PHI,1,2026,mlb_592662,Robbie Ray,mlb_650911,Cristopher Sánchez,,20260407_SFG_PHI_1
2026-04-07,TBR,CHC,1,2026,mlb_669438,Mason Englert,mlb_665871,Javier Assad,,20260407_TBR_CHC_1
2026-04-07,TEX,SEA,1,2026,mlb_543135,Nathan Eovaldi,mlb_669923,George Kirby,,20260407_TEX_SEA_1
2026-04-07,TOR,LAD,1,2026,mlb_592332,Kevin Gausman,mlb_808967,Yoshinobu Yamamoto,,20260407_TOR_LAD_1
2026-04-07,WSN,STL,1,2026,mlb_676917,Cade Cavalli,mlb_669461,Matthew Liberatore,,20260407_WSN_STL_1
2026-04-08,BOS,MIL,1,2026,mlb_543243,Sonny Gray,mlb_675660,Shane Drohan,,20260408_BOS_MIL_1
2026-04-08,CHW,BAL,1,2026,mlb_680732,Sean Burke,mlb_680694,Kyle Bradish,,20260408_CHW_BAL_1
2026-04-08,CLE,KCR,1,2026,mlb_676282,Joey Cantillo,mlb_666142,Cole Ragans,,20260408_CLE_KCR_1
2026-04-08,COL,HOU,1,2026,mlb_547179,Michael Lorenzen,mlb_664299,Cristian Javier,,20260408_COL_HOU_1
2026-04-08,LAA,ATL,1,2026,mlb_672282,Reid Detmers,mlb_656550,Grant Holmes,,20260408_LAA_ATL_1
2026-04-08,MIA,CIN,1,2026,mlb_691587,Eury Pérez,mlb_663903,Brady Singer,,20260408_MIA_CIN_1
2026-04-08,MIN,DET,1,2026,mlb_641927,Bailey Ober,mlb_664285,Framber Valdez,,20260408_MIN_DET_1
2026-04-08,NYM,ARI,1,2026,mlb_656849,David Peterson,mlb_669194,Ryne Nelson,,20260408_NYM_ARI_1
2026-04-08,NYY,ATH,1,2026,mlb_701542,Will Warren,mlb_622663,Luis Severino,,20260408_NYY_ATH_1
2026-04-08,PIT,SDP,1,2026,mlb_656605,Mitch Keller,mlb_650633,Michael King,,20260408_PIT_SDP_1
2026-04-08,SFG,PHI,1,2026,mlb_641816,Tyler Mahle,mlb_605400,Aaron Nola,,20260408_SFG_PHI_1
2026-04-08,TBR,CHC,1,2026,mlb_671212,Joe Boyle,mlb_607067,Colin Rea,,20260408_TBR_CHC_1
2026-04-08,TEX,SEA,1,2026,mlb_669022,MacKenzie Gore,mlb_693433,Bryan Woo,,20260408_TEX_SEA_1
2026-04-08,TOR,LAD,1,2026,mlb_656302,Dylan Cease,mlb_660271,Shohei Ohtani,,20260408_TOR_LAD_1
2026-04-08,WSN,STL,1,2026,mlb_571945,Miles Mikolas,mlb_700241,Michael McGreevy,,20260408_WSN_STL_1
2026-04-09,KCR,CHW,1,2026,mlb_607625,Seth Lugo,mlb_641743,Anthony Kay,,20260409_KCR_CHW_1
2026-04-09,MIA,CIN,1,2026,mlb_676974,Max Meyer,mlb_695076,Rhett Lowder,,20260409_MIA_CIN_1
2026-04-09,MIN,DET,1,2026,mlb_690953,Mick Abel,mlb_656427,Jack Flaherty,,20260409_MIN_DET_1
2026-04-09,NYM,ARI,1,2026,mlb_690997,Nolan McLean,mlb_593958,Eduardo Rodriguez,,20260409_NYM_ARI_1
2026-04-09,NYY,ATH,1,2026,mlb_677960,Ryan Weathers,mlb_605488,Jeffrey Springs,,20260409_NYY_ATH_1
2026-04-09,SDP,COL,1,2026,mlb_681190,Randy Vásquez,mlb_623474,Jimmy Herget,,20260409_SDP_COL_1
2026-04-10,ATL,CLE,1,2026,mlb_693821,Bryce Elder,mlb_677944,Slade Cecconi,,20260410_ATL_CLE_1
2026-04-10,BAL,SFG,1,2026,mlb_669358,Shane Baz,mlb_694738,Landen Roupp,,20260410_BAL_SFG_1
2026-04-10,CHC,PIT,1,2026,mlb_684007,Shota Imanaga,mlb_669387,Carmen Mlodzinski,,20260410_CHC_PIT_1
2026-04-10,CIN,LAA,1,2026,mlb_695505,Chase Burns,mlb_686799,Jack Kochanowicz,,20260410_CIN_LAA_1
2026-04-10,DET,MIA,1,2026,mlb_672456,Keider Montero,mlb_663978,Chris Paddack,,20260410_DET_MIA_1
2026-04-10,KCR,CHW,1,2026,mlb_663460,Kris Bubic,mlb_663436,Davis Martin,,20260410_KCR_CHW_1
2026-04-10,LAD,TEX,1,2026,mlb_607192,Tyler Glasnow,mlb_677958,Kumar Rocker,,20260410_LAD_TEX_1
2026-04-10,MIL,WSN,1,2026,mlb_676879,Aaron Ashby,mlb_663623,Jake Irvin,,20260410_MIL_WSN_1
2026-04-10,NYM,ATH,1,2026,mlb_605280,Clay Holmes,mlb_669372,J.T. Ginn,,20260410_NYM_ATH_1
2026-04-10,PHI,ARI,1,2026,mlb_666200,Jesús Luzardo,mlb_647336,Michael Soroka,,20260410_PHI_ARI_1
2026-04-10,SDP,COL,1,2026,mlb_621111,Walker Buehler,mlb_608372,Tomoyuki Sugano,,20260410_SDP_COL_1
2026-04-10,SEA,HOU,1,2026,mlb_676106,Emerson Hancock,mlb_837227,Tatsuya Imai,,20260410_SEA_HOU_1
2026-04-10,STL,BOS,1,2026,mlb_669160,Dustin May,mlb_813349,Connelly Early,,20260410_STL_BOS_1
2026-04-10,TBR,NYY,1,2026,mlb_571927,Steven Matz,mlb_661563,Luis Gil,,20260410_TBR_NYY_1
2026-04-10,TOR,MIN,1,2026,mlb_571578,Patrick Corbin,mlb_680573,Simeon Woods Richardson,,20260410_TOR_MIN_1
2026-04-11,ATL,CLE,1,2026,mlb_527048,Martín Pérez,mlb_800048,Parker Messick,,20260411_ATL_CLE_1
2026-04-11,BAL,SFG,1,2026,mlb_605135,Chris Bassitt,mlb_657277,Logan Webb,,20260411_BAL_SFG_1
2026-04-11,CHC,PIT,1,2026,mlb_665795,Edward Cabrera,mlb_677952,Braxton Ashcraft,,20260411_CHC_PIT_1
2026-04-11,CIN,LAA,1,2026,mlb_682227,Brandon Williamson,mlb_691946,George Klassen,,20260411_CIN_LAA_1
2026-04-11,DET,MIA,1,2026,mlb_663554,Casey Mize,mlb_676083,Janson Junk,,20260411_DET_MIA_1
2026-04-11,KCR,CHW,1,2026,mlb_608379,Michael Wacha,mlb_607200,Erick Fedde,,20260411_KCR_CHW_1
2026-04-11,LAD,TEX,1,2026,mlb_686218,Emmet Sheehan,mlb_683004,Jack Leiter,,20260411_LAD_TEX_1
2026-04-11,MIL,WSN,1,2026,mlb_690986,Kyle Harrison,mlb_656492,Foster Griffin,,20260411_MIL_WSN_1
2026-04-11,NYM,ATH,1,2026,mlb_673540,Kodai Senga,mlb_682052,Jacob Lopez,,20260411_NYM_ATH_1
2026-04-11,PHI,ARI,1,2026,mlb_592836,Taijuan Walker,mlb_694297,Brandon Pfaadt,,20260411_PHI_ARI_1
2026-04-11,SDP,COL,1,2026,mlb_608566,Germán Márquez,mlb_663372,Ryan Feltner,,20260411_SDP_COL_1
2026-04-11,SEA,HOU,1,2026,mlb_622491,Luis Castillo,mlb_621121,Lance McCullers Jr.,,20260411_SEA_HOU_1
2026-04-11,STL,BOS,1,2026,mlb_681517,Kyle Leahy,mlb_624133,Ranger Suarez,,20260411_STL_BOS_1
2026-04-11,TBR,NYY,1,2026,mlb_607259,Nick Martinez,mlb_608331,Max Fried,,20260411_TBR_NYY_1
2026-04-11,TOR,MIN,1,2026,mlb_641778,Eric Lauer,mlb_657746,Joe Ryan,,20260411_TOR_MIN_1
2026-04-12,ATL,CLE,1,2026,mlb_519242,Chris Sale,mlb_676440,Tanner Bibee,,20260412_ATL_CLE_1
2026-04-12,BAL,SFG,1,2026,mlb_700249,Cade Povich,mlb_605288,Adrian Houser,,20260412_BAL_SFG_1
2026-04-12,CHC,PIT,1,2026,mlb_592791,Jameson Taillon,mlb_696149,Bubba Chandler,,20260412_CHC_PIT_1
2026-04-12,CIN,LAA,1,2026,mlb_671096,Andrew Abbott,mlb_667755,José Soriano,,20260412_CIN_LAA_1
2026-04-12,DET,MIA,1,2026,mlb_669373,Tarik Skubal,mlb_645261,Sandy Alcantara,,20260412_DET_MIA_1
2026-04-12,KCR,CHW,1,2026,mlb_702070,Noah Cameron,mlb_691799,Grant Taylor,,20260412_KCR_CHW_1
2026-04-12,LAD,TEX,1,2026,mlb_808963,Roki Sasaki,mlb_594798,Jacob deGrom,,20260412_LAD_TEX_1
2026-04-12,MIL,WSN,1,2026,mlb_605540,Brandon Woodruff,mlb_641793,Zack Littell,,20260412_MIL_WSN_1
2026-04-12,NYM,ATH,1,2026,mlb_642547,Freddy Peralta,mlb_650644,Aaron Civale,,20260412_NYM_ATH_1
2026-04-12,PHI,ARI,1,2026,mlb_647315,Zach Pop,mlb_668678,Zac Gallen,,20260412_PHI_ARI_1
2026-04-12,SDP,COL,1,2026,mlb_601713,Nick Pivetta,mlb_607536,Kyle Freeland,,20260412_SDP_COL_1
2026-04-12,SEA,HOU,1,2026,mlb_669302,Logan Gilbert,mlb_675989,Cody Bolton,,20260412_SEA_HOU_1
2026-04-12,STL,BOS,1,2026,mlb_669467,Andre Pallante,mlb_678394,Brayan Bello,,20260412_STL_BOS_1
2026-04-12,TBR,NYY,1,2026,mlb_656876,Drew Rasmussen,mlb_693645,Cam Schlittler,,20260412_TBR_NYY_1
2026-04-12,TOR,MIN,1,2026,mlb_453286,Max Scherzer,mlb_671737,Taj Bradley,,20260412_TOR_MIN_1
2026-04-13,ATH,TEX,1,2026,mlb_622663,Luis Severino,mlb_543135,Nathan Eovaldi,,20260413_ATH_TEX_1
2026-04-13,ATL,MIA,1,2026,mlb_656550,Grant Holmes,mlb_691587,Eury Pérez,,20260413_ATL_MIA_1
2026-04-13,BAL,ARI,1,2026,mlb_665152,Dean Kremer,mlb_669194,Ryne Nelson,,20260413_BAL_ARI_1
2026-04-13,LAD,NYM,1,2026,mlb_680736,Justin Wrobleski,mlb_656849,David Peterson,,20260413_LAD_NYM_1
2026-04-13,MIN,BOS,1,2026,mlb_641927,Bailey Ober,mlb_676979,Garrett Crochet,,20260413_MIN_BOS_1
2026-04-13,NYY,LAA,1,2026,mlb_701542,Will Warren,mlb_579328,Yusei Kikuchi,,20260413_NYY_LAA_1
2026-04-13,PHI,CHC,1,2026,mlb_650911,Cristopher Sánchez,mlb_665871,Javier Assad,,20260413_PHI_CHC_1
2026-04-13,PIT,WSN,1,2026,mlb_694973,Paul Skenes,mlb_676917,Cade Cavalli,,20260413_PIT_WSN_1
2026-04-13,SEA,HOU,1,2026,mlb_669923,George Kirby,mlb_681347,Mike Burrows,,20260413_SEA_HOU_1
2026-04-13,STL,CLE,1,2026,mlb_669461,Matthew Liberatore,mlb_668909,Gavin Williams,,20260413_STL_CLE_1
2026-04-14,ATH,TEX,1,2026,mlb_605488,Jeffrey Springs,mlb_669022,MacKenzie Gore,,20260414_ATH_TEX_1
2026-04-14,ATL,MIA,1,2026,mlb_625643,Reynaldo López,mlb_676974,Max Meyer,,20260414_ATL_MIA_1
2026-04-14,BAL,ARI,1,2026,mlb_669432,Trevor Rogers,mlb_518876,Merrill Kelly,,20260414_BAL_ARI_1
2026-04-14,CHW,TBR,1,2026,mlb_702273,Noah Schultz,mlb_663556,Shane McClanahan,,20260414_CHW_TBR_1
2026-04-14,CIN,SFG,1,2026,mlb_663903,Brady Singer,mlb_592662,Robbie Ray,,20260414_CIN_SFG_1
2026-04-14,DET,KCR,1,2026,mlb_664285,Framber Valdez,mlb_666142,Cole Ragans,,20260414_DET_KCR_1
2026-04-14,HOU,COL,1,2026,mlb_676467,Colton Gordon,mlb_547179,Michael Lorenzen,,20260414_HOU_COL_1
2026-04-14,LAD,NYM,1,2026,mlb_808967,Yoshinobu Yamamoto,mlb_690997,Nolan McLean,,20260414_LAD_NYM_1
2026-04-14,MIL,TOR,1,2026,mlb_694819,Jacob Misiorowski,mlb_592332,Kevin Gausman,,20260414_MIL_TOR_1
2026-04-14,MIN,BOS,1,2026,mlb_690953,Mick Abel,mlb_543243,Sonny Gray,,20260414_MIN_BOS_1
2026-04-14,NYY,LAA,1,2026,mlb_677960,Ryan Weathers,mlb_672282,Reid Detmers,,20260414_NYY_LAA_1
2026-04-14,PHI,CHC,1,2026,mlb_605400,Aaron Nola,mlb_702303,Riley Martin,,20260414_PHI_CHC_1
2026-04-14,PIT,WSN,1,2026,mlb_656605,Mitch Keller,mlb_676571,PJ Poulin,,20260414_PIT_WSN_1
2026-04-14,SDP,SEA,1,2026,mlb_650633,Michael King,mlb_693433,Bryan Woo,,20260414_SDP_SEA_1
2026-04-14,STL,CLE,1,2026,mlb_700241,Michael McGreevy,mlb_676282,Joey Cantillo,,20260414_STL_CLE_1
2026-04-15,ATH,TEX,1,2026,mlb_669372,J.T. Ginn,mlb_677958,Kumar Rocker,,20260415_ATH_TEX_1
2026-04-15,ATL,MIA,1,2026,mlb_693821,Bryce Elder,mlb_663978,Chris Paddack,,20260415_ATL_MIA_1
2026-04-15,BAL,ARI,1,2026,mlb_680694,Kyle Bradish,mlb_593958,Eduardo Rodriguez,,20260415_BAL_ARI_1
2026-04-15,CHW,TBR,1,2026,mlb_680732,Sean Burke,mlb_642121,Cole Sulser,,20260415_CHW_TBR_1
2026-04-15,CIN,SFG,1,2026,mlb_695076,Rhett Lowder,mlb_641816,Tyler Mahle,,20260415_CIN_SFG_1
2026-04-15,DET,KCR,1,2026,mlb_656427,Jack Flaherty,mlb_607625,Seth Lugo,,20260415_DET_KCR_1
2026-04-15,HOU,COL,1,2026,mlb_681293,Spencer Arrighetti,mlb_500779,Jose Quintana,,20260415_HOU_COL_1
2026-04-15,LAD,NYM,1,2026,mlb_660271,Shohei Ohtani,mlb_605280,Clay Holmes,,20260415_LAD_NYM_1
2026-04-15,MIL,TOR,1,2026,mlb_694477,Chad Patrick,mlb_656302,Dylan Cease,,20260415_MIL_TOR_1
2026-04-15,MIN,BOS,1,2026,mlb_680573,Simeon Woods Richardson,mlb_813349,Connelly Early,,20260415_MIN_BOS_1
2026-04-15,NYY,LAA,1,2026,mlb_661563,Luis Gil,mlb_686799,Jack Kochanowicz,,20260415_NYY_LAA_1
2026-04-15,PHI,CHC,1,2026,mlb_666200,Jesús Luzardo,mlb_684007,Shota Imanaga,,20260415_PHI_CHC_1
2026-04-15,PIT,WSN,1,2026,mlb_682254,Mason Montgomery,mlb_663623,Jake Irvin,,20260415_PIT_WSN_1
2026-04-15,SDP,SEA,1,2026,mlb_681190,Randy Vásquez,mlb_676106,Emerson Hancock,,20260415_SDP_SEA_1
2026-04-15,STL,CLE,1,2026,mlb_669160,Dustin May,mlb_677944,Slade Cecconi,,20260415_STL_CLE_1
2026-04-16,ATH,TEX,1,2026,mlb_682052,Jacob Lopez,mlb_683004,Jack Leiter,,20260416_ATH_TEX_1
2026-04-16,CHW,TBR,1,2026,mlb_673929,Jordan Leasure,mlb_571927,Steven Matz,,20260416_CHW_TBR_1
2026-04-16,CIN,SFG,1,2026,mlb_695505,Chase Burns,mlb_694738,Landen Roupp,,20260416_CIN_SFG_1
2026-04-16,CLE,BAL,1,2026,mlb_800048,Parker Messick,mlb_669358,Shane Baz,,20260416_CLE_BAL_1
2026-04-16,DET,KCR,1,2026,mlb_672456,Keider Montero,mlb_663460,Kris Bubic,,20260416_DET_KCR_1
2026-04-16,HOU,COL,1,2026,mlb_680802,Ryan Weiss,mlb_675848,Juan Mejia,,20260416_HOU_COL_1
2026-04-16,MIL,TOR,1,2026,mlb_687075,Brandon Sproat,mlb_571578,Patrick Corbin,,20260416_MIL_TOR_1
2026-04-16,NYY,LAA,1,2026,mlb_608331,Max Fried,mlb_608718,Brent Suter,,20260416_NYY_LAA_1
2026-04-16,PIT,WSN,1,2026,mlb_677952,Braxton Ashcraft,mlb_656492,Foster Griffin,,20260416_PIT_WSN_1
2026-04-16,SDP,SEA,1,2026,mlb_621111,Walker Buehler,mlb_622491,Luis Castillo,,20260416_SDP_SEA_1
2026-04-17,ARI,TOR,1,2026,mlb_647336,Michael Soroka,mlb_680755,Braydon Fisher,,20260417_ARI_TOR_1
2026-04-17,ATH,CHW,1,2026,mlb_650644,Aaron Civale,mlb_663436,Davis Martin,,20260417_ATH_CHW_1
2026-04-17,BOS,DET,1,2026,mlb_624133,Ranger Suarez,mlb_663554,Casey Mize,,20260417_BOS_DET_1
2026-04-17,CHC,NYM,1,2026,mlb_665795,Edward Cabrera,mlb_673540,Kodai Senga,,20260417_CHC_NYM_1
2026-04-17,CLE,BAL,1,2026,mlb_676440,Tanner Bibee,mlb_605135,Chris Bassitt,,20260417_CLE_BAL_1
2026-04-17,COL,LAD,1,2026,mlb_608372,Tomoyuki Sugano,mlb_607192,Tyler Glasnow,,20260417_COL_LAD_1
2026-04-17,HOU,STL,1,2026,mlb_663567,Peter Lambert,mlb_681517,Kyle Leahy,,20260417_HOU_STL_1
2026-04-17,LAA,SDP,1,2026,mlb_667755,José Soriano,mlb_663362,Matt Waldron,,20260417_LAA_SDP_1
2026-04-17,MIA,MIL,1,2026,mlb_676083,Janson Junk,mlb_689441,Coleman Crow,,20260417_MIA_MIL_1
2026-04-17,MIN,CIN,1,2026,mlb_657746,Joe Ryan,mlb_682227,Brandon Williamson,,20260417_MIN_CIN_1
2026-04-17,NYY,KCR,1,2026,mlb_693645,Cam Schlittler,mlb_608379,Michael Wacha,,20260417_NYY_KCR_1
2026-04-17,PHI,ATL,1,2026,mlb_592836,Taijuan Walker,mlb_527048,Martín Pérez,,20260417_PHI_ATL_1
2026-04-17,PIT,TBR,1,2026,mlb_696149,Bubba Chandler,mlb_607259,Nick Martinez,,20260417_PIT_TBR_1
2026-04-17,SEA,TEX,1,2026,mlb_669302,Logan Gilbert,mlb_594798,Jacob deGrom,,20260417_SEA_TEX_1
2026-04-17,WSN,SFG,1,2026,mlb_641793,Zack Littell,mlb_657277,Logan Webb,,20260417_WSN_SFG_1
2026-04-18,ARI,TOR,1,2026,mlb_668678,Zac Gallen,mlb_453286,Max Scherzer,,20260418_ARI_TOR_1
2026-04-18,ATH,CHW,1,2026,mlb_622663,Luis Severino,mlb_607200,Erick Fedde,,20260418_ATH_CHW_1
2026-04-18,BOS,DET,1,2026,mlb_678394,Brayan Bello,mlb_669373,Tarik Skubal,,20260418_BOS_DET_1
2026-04-18,CHC,NYM,1,2026,mlb_592791,Jameson Taillon,mlb_642547,Freddy Peralta,,20260418_CHC_NYM_1
2026-04-18,CLE,BAL,1,2026,mlb_668909,Gavin Williams,mlb_665152,Dean Kremer,,20260418_CLE_BAL_1
2026-04-18,COL,LAD,1,2026,mlb_663372,Ryan Feltner,mlb_686218,Emmet Sheehan,,20260418_COL_LAD_1
2026-04-18,HOU,STL,1,2026,mlb_621121,Lance McCullers Jr.,mlb_669467,Andre Pallante,,20260418_HOU_STL_1
2026-04-18,LAA,SDP,1,2026,mlb_579328,Yusei Kikuchi,mlb_608566,Germán Márquez,,20260418_LAA_SDP_1
2026-04-18,MIA,MIL,1,2026,mlb_645261,Sandy Alcantara,mlb_605540,Brandon Woodruff,,20260418_MIA_MIL_1
2026-04-18,MIN,CIN,1,2026,mlb_671737,Taj Bradley,mlb_671096,Andrew Abbott,,20260418_MIN_CIN_1
2026-04-18,NYY,KCR,1,2026,mlb_701542,Will Warren,mlb_702070,Noah Cameron,,20260418_NYY_KCR_1
2026-04-18,PHI,ATL,1,2026,mlb_650911,Cristopher Sánchez,mlb_519242,Chris Sale,,20260418_PHI_ATL_1
2026-04-18,PIT,TBR,1,2026,mlb_694973,Paul Skenes,mlb_656876,Drew Rasmussen,,20260418_PIT_TBR_1
2026-04-18,SEA,TEX,1,2026,mlb_669923,George Kirby,mlb_543135,Nathan Eovaldi,,20260418_SEA_TEX_1
2026-04-18,WSN,SFG,1,2026,mlb_676917,Cade Cavalli,mlb_605288,Adrian Houser,,20260418_WSN_SFG_1
2026-04-19,ARI,TOR,1,2026,mlb_669194,Ryne Nelson,mlb_592332,Kevin Gausman,,20260419_ARI_TOR_1
2026-04-19,ATH,CHW,1,2026,mlb_605488,Jeffrey Springs,mlb_702273,Noah Schultz,,20260419_ATH_CHW_1
2026-04-19,BOS,DET,1,2026,mlb_676979,Garrett Crochet,mlb_664285,Framber Valdez,,20260419_BOS_DET_1
2026-04-19,CHC,NYM,1,2026,mlb_665871,Javier Assad,mlb_668964,Tobias Myers,,20260419_CHC_NYM_1
2026-04-19,CLE,BAL,1,2026,mlb_676282,Joey Cantillo,mlb_669432,Trevor Rogers,,20260419_CLE_BAL_1
2026-04-19,COL,LAD,1,2026,mlb_547179,Michael Lorenzen,mlb_808963,Roki Sasaki,,20260419_COL_LAD_1
2026-04-19,HOU,STL,1,2026,mlb_681347,Mike Burrows,mlb_669461,Matthew Liberatore,,20260419_HOU_STL_1
2026-04-19,LAA,SDP,1,2026,mlb_700712,Walbert Ureña,mlb_650633,Michael King,,20260419_LAA_SDP_1
2026-04-19,MIA,MIL,1,2026,mlb_691587,Eury Pérez,mlb_694819,Jacob Misiorowski,,20260419_MIA_MIL_1
2026-04-19,MIN,CIN,1,2026,mlb_641927,Bailey Ober,mlb_663903,Brady Singer,,20260419_MIN_CIN_1
2026-04-19,NYY,KCR,1,2026,mlb_677960,Ryan Weathers,mlb_666142,Cole Ragans,,20260419_NYY_KCR_1
2026-04-19,PHI,ATL,1,2026,mlb_691725,Andrew Painter,mlb_656550,Grant Holmes,,20260419_PHI_ATL_1
2026-04-19,PIT,TBR,1,2026,mlb_656605,Mitch Keller,mlb_663556,Shane McClanahan,,20260419_PIT_TBR_1
2026-04-19,SEA,TEX,1,2026,mlb_693433,Bryan Woo,mlb_669022,MacKenzie Gore,,20260419_SEA_TEX_1
2026-04-19,WSN,SFG,1,2026,mlb_676571,PJ Poulin,mlb_592662,Robbie Ray,,20260419_WSN_SFG_1
