date,matchup,home_score,away_score,bet_side,stake,odds,model_prob,vegas_prob,edge,odds_bucket,edge_threshold,policy_reason,won,game_pnl,bankroll,home_team,away_team,side_home_away,is_favorite,sp_name,opp_sp_name,sp_throws,opp_sp_throws,close_prob,clv_prob,season_phase
2025-05-09,BOS @ KCR,2.0,1.0,,0.0,-110.0,0.5655,0.5002,0.0653,-115:+100,,-115:+100 excluded by static_underdog_130_170,,0.0,97.49,KCR,BOS,home,True,Michael Lorenzen,Hunter Dobbins,R,R,,,mid
2025-05-09,SDP @ COL,9.0,13.0,,0.0,151.5,0.4129,0.3801,0.0328,+130:+170,0.06,edge <= 6% threshold,,0.0,97.49,COL,SDP,home,False,Antonio Senzatela,Randy Vasquez,R,R,,,mid
2025-05-09,TOR @ SEA,3.0,6.0,,0.0,,,,,,,missing odds,,0.0,97.49,SEA,TOR,,,,,,,,,
2025-05-09,BAL @ LAA,1.0,4.0,,0.0,119.0,0.5108,0.4374,0.0734,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,97.49,LAA,BAL,home,False,Kyle Hendricks,Tomoyuki Sugano,R,R,,,mid
2025-05-09,SFG @ MIN,3.0,1.0,,0.0,,,,,,,missing odds,,0.0,97.49,MIN,SFG,,,,,,,,,
2025-05-09,CIN @ HOU,3.0,0.0,,0.0,162.2,0.423,0.366,0.057,+130:+170,0.06,edge <= 6% threshold,,0.0,97.49,HOU,CIN,away,False,Nick Martinez,Hunter Brown,R,R,,,mid
2025-05-09,PHI @ CLE,6.0,0.0,,0.0,,,,,,,missing odds,,0.0,97.49,CLE,PHI,,,,,,,,,
2025-05-09,CHC @ NYM,7.0,2.0,,0.0,-147.8,0.6353,0.5725,0.0628,-180:-140,,-180:-140 excluded by static_underdog_130_170,,0.0,97.49,NYM,CHC,home,True,Clay Holmes,Jameson Taillon,R,R,,,mid
2025-05-09,STL @ WSN,0.0,10.0,,0.0,-110.2,0.5724,0.5021,0.0703,-115:+100,,-115:+100 excluded by static_underdog_130_170,,0.0,97.49,WSN,STL,away,True,Erick Fedde,Mitchell Parker,R,L,,,mid
2025-05-09,LAD @ ARI,11.0,14.0,,0.0,,,,,,,missing odds,,0.0,97.49,ARI,LAD,,,,,,,,,
2025-05-09,MIA @ CHW,6.0,2.0,,0.0,124.3,0.4589,0.4265,0.0324,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,97.49,CHW,MIA,home,False,Bryse Wilson,Max Meyer,R,R,,,mid
2025-05-10,PHI @ CLE,1.0,7.0,,0.0,110.2,0.5149,0.4562,0.0587,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,97.49,CLE,PHI,home,False,Tanner Bibee,Ranger Suarez,R,L,,,mid
2025-05-10,CHC @ NYM,5.0,6.0,,0.0,-162.7,0.6697,0.594,0.0757,-180:-140,,-180:-140 excluded by static_underdog_130_170,,0.0,97.49,NYM,CHC,home,True,Tylor Megill,Brad Keller,R,R,,,mid
2025-05-10,SFG @ MIN,2.0,1.0,,0.0,,,,,,,missing odds,,0.0,97.49,MIN,SFG,,,,,,,,,
2025-05-10,MIA @ CHW,1.0,3.0,,0.0,-111.0,0.5314,0.5042,0.0272,-115:+100,,-115:+100 excluded by static_underdog_130_170,,0.0,97.49,CHW,MIA,away,True,Edward Cabrera,Shane Smith,R,R,,,mid
2025-05-10,MIL @ TBR,3.0,2.0,,0.0,,,,,,,missing odds,,0.0,97.49,TBR,MIL,,,,,,,,,
2025-05-10,ATL @ PIT,2.0,3.0,,0.0,,,,,,,missing odds,,0.0,97.49,PIT,ATL,,,,,,,,,
2025-05-10,TOR @ SEA,3.0,6.0,,0.0,-134.7,0.5805,0.5504,0.0301,-140:-115,,-140:-115 excluded by static_underdog_130_170,,0.0,97.49,SEA,TOR,home,True,Logan Evans,Bowden Francis,R,R,,,mid
