date,matchup,home_score,away_score,bet_side,stake,odds,model_prob,vegas_prob,edge,odds_bucket,season_phase,edge_threshold,policy_reason,policy_name,won,game_pnl,bankroll,home_team,away_team,side_home_away,is_favorite,sp_name,opp_sp_name,sp_throws,opp_sp_throws,close_prob,clv_prob
2026-04-15,LAA @ NYY,5.0,4.0,,0,161.3,0.4398,0.3666,0.0732,+130:+170,early,,+130:+170 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,NYY,LAA,away,False,,,,,,
2026-04-15,TOR @ MIL,2.0,1.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,MIL,TOR,,,,,,,,
2026-04-15,TBR @ CHW,3.0,8.0,,0,-109.0,0.5456,0.4975,0.048,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CHW,TBR,away,True,,,,,,
2026-04-15,SEA @ SDP,7.0,6.0,,0,-110.7,0.5857,0.5015,0.0842,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,SDP,SEA,home,True,,,,,,
2026-04-15,WSN @ PIT,2.0,0.0,,0,146.0,0.4069,0.3892,0.0178,+130:+170,early,,+130:+170 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,PIT,WSN,away,False,,,,,,
2026-04-15,BOS @ MIN,5.0,9.0,,0,113.7,0.4845,0.4487,0.0359,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,MIN,BOS,home,False,,,,,,
2026-04-15,CLE @ STL,5.0,3.0,,0,-112.3,0.6415,0.5046,0.1369,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,STL,CLE,home,True,,,,,,
2026-04-16,TBR @ CHW,3.0,5.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CHW,TBR,,,,,,,,
2026-04-16,KCR @ DET,10.0,9.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,DET,KCR,,,,,,,,
2026-04-16,TEX @ OAK,6.0,9.0,,0,-107.3,0.5406,0.4938,0.0468,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,OAK,TEX,home,True,,,,,,
2026-04-16,WSN @ PIT,7.0,8.0,,0,-166.3,0.6048,0.5981,0.0067,-180:-140,early,,-180:-140 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,PIT,WSN,home,True,,,,,,
2026-04-16,SFG @ CIN,0.0,3.0,,0,-123.0,0.6261,0.5291,0.097,-140:-115,early,,-140:-115 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CIN,SFG,home,True,,,,,,
2026-04-16,BAL @ CLE,4.0,2.0,,0,113.3,0.4858,0.4496,0.0362,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CLE,BAL,away,False,,,,,,
2026-04-16,SEA @ SDP,5.0,2.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,SDP,SEA,,,,,,,,
2026-04-16,LAA @ NYY,4.0,11.0,,0,233.0,0.4233,0.2873,0.1361,+170+,early,,+170+ excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,NYY,LAA,away,False,,,,,,
2026-04-16,TOR @ MIL,2.0,1.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,MIL,TOR,,,,,,,,
2026-04-16,COL @ HOU,2.0,3.0,,0,146.3,0.4382,0.3887,0.0495,+130:+170,early,,+130:+170 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,HOU,COL,away,False,,,,,,
2026-04-17,STL @ HOU,4.0,9.0,,0,-127.7,0.5387,0.5364,0.0023,-140:-115,early,,-140:-115 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,HOU,STL,home,True,,,,,,
2026-04-17,CHW @ OAK,2.0,9.0,,0,-155.0,0.6388,0.583,0.0558,-180:-140,early,,-180:-140 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,OAK,CHW,home,True,,,,,,
2026-04-17,TBR @ PIT,5.0,1.0,,0,111.3,0.4979,0.4538,0.0441,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,PIT,TBR,away,False,,,,,,
2026-04-17,MIL @ MIA,5.0,7.0,,0,-105.0,0.5515,0.4889,0.0627,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,MIA,MIL,away,True,,,,,,
2026-04-17,LAD @ COL,1.0,7.0,,0,250.7,0.4197,0.273,0.1467,+170+,early,,+170+ excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,COL,LAD,home,False,,,,,,
2026-04-17,NYM @ CHC,12.0,4.0,,0,-145.7,0.7092,0.5683,0.1409,-180:-140,early,,-180:-140 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CHC,NYM,home,True,,,,,,
2026-04-17,SDP @ LAA,8.0,0.0,,0,111.0,0.5195,0.4539,0.0656,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,LAA,SDP,away,False,,,,,,
2026-04-17,TEX @ SEA,0.0,5.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,SEA,TEX,,,,,,,,
2026-04-17,BAL @ CLE,4.0,6.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CLE,BAL,,,,,,,,
2026-04-17,KCR @ NYY,4.0,2.0,,0,-172.3,0.6222,0.6059,0.0163,-180:-140,early,,-180:-140 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,NYY,KCR,home,True,,,,,,
2026-04-17,ATL @ PHI,0.0,9.0,,0,-107.0,0.5275,0.4938,0.0337,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,PHI,ATL,home,True,,,,,,
2026-04-17,DET @ BOS,1.0,0.0,,0,106.7,0.515,0.4637,0.0513,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,BOS,DET,away,False,,,,,,
2026-04-17,CIN @ MIN,1.0,2.0,,0,142.0,0.4447,0.3957,0.0489,+130:+170,early,,+130:+170 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,MIN,CIN,away,False,,,,,,
2026-04-17,SFG @ WSN,5.0,10.0,,0,125.3,0.4849,0.425,0.0599,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,WSN,SFG,home,False,,,,,,
2026-04-17,TOR @ ARI,6.0,3.0,,0,-139.0,0.595,0.5571,0.0379,-140:-115,early,,-140:-115 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,ARI,TOR,home,True,,,,,,
2026-04-18,CHW @ OAK,7.0,6.0,,0,-162.0,0.6405,0.5905,0.05,-180:-140,early,,-180:-140 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,OAK,CHW,home,True,,,,,,
2026-04-18,SDP @ LAA,1.0,4.0,,0,-111.5,0.5195,0.5032,0.0162,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,LAA,SDP,away,True,,,,,,
2026-04-18,KCR @ NYY,13.0,4.0,,0,-161.2,0.6361,0.59,0.046,-180:-140,early,,-180:-140 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,NYY,KCR,home,True,,,,,,
2026-04-18,ATL @ PHI,1.0,3.0,,0,105.2,0.4755,0.4666,0.0089,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,PHI,ATL,away,False,,,,,,
2026-04-18,DET @ BOS,1.0,4.0,,0,129.2,0.5011,0.4174,0.0837,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,BOS,DET,home,False,,,,,,
2026-04-18,MIL @ MIA,2.0,5.0,,0,-103.7,0.5366,0.4856,0.051,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,MIA,MIL,away,True,,,,,,
2026-04-18,SFG @ WSN,6.0,7.0,,0,-112.7,0.5156,0.506,0.0097,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,WSN,SFG,away,True,,,,,,
2026-04-18,CIN @ MIN,4.0,5.0,,0,109.3,0.4932,0.4567,0.0366,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,MIN,CIN,away,False,,,,,,
2026-04-18,TEX @ SEA,7.0,3.0,,0,115.8,0.4681,0.444,0.0241,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,SEA,TEX,away,False,,,,,,
2026-04-18,NYM @ CHC,4.0,2.0,,0,-114.3,0.6621,0.5092,0.1529,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CHC,NYM,home,True,,,,,,
2026-04-18,LAD @ COL,4.0,3.0,,0,231.5,0.4197,0.2887,0.131,+170+,early,,+170+ excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,COL,LAD,home,False,,,,,,
2026-04-18,BAL @ CLE,4.0,2.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CLE,BAL,,,,,,,,
2026-04-18,STL @ HOU,5.0,7.0,,0,123.7,0.4896,0.4275,0.0621,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,HOU,STL,away,False,,,,,,
2026-04-18,TOR @ ARI,6.0,2.0,,0,-145.8,0.5941,0.5268,0.0673,-180:-140,early,,-180:-140 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,ARI,TOR,home,True,,,,,,
2026-04-18,TBR @ PIT,7.0,8.0,,0,132.0,0.5022,0.4126,0.0896,+130:+170,early,,+130:+170 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,PIT,TBR,away,False,,,,,,
2026-04-19,BAL @ CLE,8.0,4.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CLE,BAL,,,,,,,,
2026-04-19,SFG @ WSN,3.0,0.0,,0,119.7,0.4805,0.4356,0.045,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,WSN,SFG,home,False,,,,,,
2026-04-19,MIL @ MIA,5.0,3.0,,0,-109.7,0.5366,0.4994,0.0373,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,MIA,MIL,away,True,,,,,,
2026-04-19,SDP @ LAA,1.0,2.0,,0,86.2,0.4805,0.4763,0.0042,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,LAA,SDP,home,False,,,,,,
2026-04-19,NYM @ CHC,2.0,1.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CHC,NYM,,,,,,,,
2026-04-19,LAD @ COL,9.0,6.0,,0,184.3,0.4248,0.3365,0.0882,+170+,early,,+170+ excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,COL,LAD,home,False,,,,,,
2026-04-19,TEX @ SEA,5.0,2.0,,0,118.8,0.4539,0.4377,0.0162,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,SEA,TEX,away,False,,,,,,
2026-04-19,STL @ HOU,5.0,7.0,,0,120.2,0.4802,0.4358,0.0444,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,HOU,STL,away,False,,,,,,
2026-04-19,CIN @ MIN,4.0,7.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,MIN,CIN,,,,,,,,
2026-04-19,CHW @ OAK,4.0,7.0,,0,-157.5,0.6271,0.5863,0.0408,-180:-140,early,,-180:-140 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,OAK,CHW,home,True,,,,,,
2026-04-19,TBR @ PIT,6.0,3.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,PIT,TBR,,,,,,,,
2026-04-19,ATL @ PHI,2.0,4.0,,0,-107.3,0.5218,0.4944,0.0275,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,PHI,ATL,home,True,,,,,,
2026-04-19,DET @ BOS,2.0,6.0,,0,119.3,0.5111,0.4368,0.0743,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,BOS,DET,away,False,,,,,,
2026-04-19,KCR @ NYY,7.0,0.0,,0,-149.3,0.6226,0.5727,0.0499,-180:-140,early,,-180:-140 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,NYY,KCR,home,True,,,,,,
2026-04-19,TOR @ ARI,4.0,10.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,ARI,TOR,,,,,,,,
2026-04-20,BAL @ KCR,5.0,7.0,,0,-106.3,0.5408,0.4914,0.0494,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,KCR,BAL,home,True,,,,,,
2026-04-20,DET @ BOS,8.0,6.0,,0,113.0,0.5111,0.4491,0.062,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,BOS,DET,away,False,,,,,,
2026-04-20,LAD @ COL,3.0,12.0,,0,181.5,0.4366,0.3394,0.0972,+170+,early,,+170+ excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,COL,LAD,home,False,,,,,,
2026-04-20,ATL @ WSN,4.0,9.0,,0,129.2,0.4578,0.4171,0.0407,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,WSN,ATL,home,False,,,,,,
2026-04-20,PHI @ CHC,5.0,1.0,,0,-112.5,0.642,0.5054,0.1365,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CHC,PHI,home,True,,,,,,
2026-04-20,TOR @ LAA,2.0,5.0,,0,-104.2,0.5251,0.4867,0.0383,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,LAA,TOR,home,True,,,,,,
2026-04-20,HOU @ CLE,2.0,9.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CLE,HOU,,,,,,,,
2026-04-20,CIN @ TBR,1.0,6.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,TBR,CIN,,,,,,,,
2026-04-20,STL @ MIA,5.0,3.0,,0,113.8,0.4941,0.4492,0.0449,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,MIA,STL,away,False,,,,,,
2026-04-20,ATH @ SEA,4.0,6.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,SEA,ATH,,,,,,,,
2026-04-21,CIN @ TBR,6.0,12.0,,0,-106.5,0.5488,0.4927,0.056,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,TBR,CIN,home,True,,,,,,
2026-04-21,ATL @ WSN,11.0,4.0,,0,128.7,0.4422,0.4185,0.0237,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,WSN,ATL,home,False,,,,,,
2026-04-21,ATH @ SEA,2.0,5.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,SEA,ATH,,,,,,,,
2026-04-21,HOU @ CLE,8.0,5.0,,0,125.5,0.4476,0.4249,0.0228,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CLE,HOU,away,False,,,,,,
2026-04-21,LAD @ SFG,3.0,1.0,,0,149.7,0.4476,0.3835,0.0641,+130:+170,early,,+130:+170 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,SFG,LAD,home,False,,,,,,
2026-04-21,CHW @ ARI,5.0,11.0,,0,-145.0,0.6327,0.5664,0.0663,-180:-140,early,,-180:-140 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,ARI,CHW,home,True,,,,,,
2026-04-21,PHI @ CHC,7.0,4.0,,0,-128.3,0.6183,0.5369,0.0814,-140:-115,early,,-140:-115 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CHC,PHI,home,True,,,,,,
2026-04-21,MIN @ NYM,3.0,5.0,,0,137.3,0.47,0.4038,0.0662,+130:+170,early,,+130:+170 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,NYM,MIN,away,False,,,,,,
2026-04-21,MIL @ DET,4.0,12.0,,0,-105.0,0.4985,0.4894,0.0091,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,DET,MIL,away,True,,,,,,
2026-04-21,PIT @ TEX,5.0,1.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,TEX,PIT,,,,,,,,
2026-04-21,TOR @ LAA,2.0,4.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,LAA,TOR,,,,,,,,
2026-04-21,NYY @ BOS,0.0,4.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,BOS,NYY,,,,,,,,
2026-04-21,STL @ MIA,3.0,5.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,MIA,STL,,,,,,,,
2026-04-21,SDP @ COL,0.0,1.0,,0,124.3,0.4454,0.4266,0.0188,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,COL,SDP,home,False,,,,,,
2026-04-21,BAL @ KCR,6.0,5.0,,0,-128.0,0.5389,0.5377,0.0012,-140:-115,early,,-140:-115 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,KCR,BAL,home,True,,,,,,
2026-04-22,CHW @ ARI,11.0,7.0,,0,-154.0,0.6383,0.5806,0.0577,-180:-140,early,,-180:-140 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,ARI,CHW,home,True,,,,,,
2026-04-22,PHI @ CHC,7.0,2.0,,0,154.7,0.4063,0.3768,0.0296,+130:+170,early,,+130:+170 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CHC,PHI,away,False,,,,,,
2026-04-22,HOU @ CLE,0.0,2.0,,0,127.7,0.4472,0.4213,0.0259,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CLE,HOU,away,False,,,,,,
2026-04-22,ATL @ WSN,6.0,8.0,,0,131.3,0.4595,0.415,0.0445,+130:+170,early,,+130:+170 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,WSN,ATL,home,False,,,,,,
2026-04-22,MIL @ DET,5.0,2.0,,0,113.3,0.5058,0.4499,0.0558,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,DET,MIL,away,False,,,,,,
2026-04-22,NYY @ BOS,1.0,4.0,,0,116.3,0.4756,0.4434,0.0322,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,BOS,NYY,home,False,,,,,,
2026-04-22,SDP @ COL,8.0,3.0,,0,137.3,0.4326,0.4042,0.0284,+130:+170,early,,+130:+170 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,COL,SDP,home,False,,,,,,
2026-04-22,PIT @ TEX,4.0,8.0,,0,-104.3,0.5404,0.4883,0.052,-115:+100,early,,-115:+100 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,TEX,PIT,home,True,,,,,,
2026-04-22,TOR @ LAA,7.0,3.0,,0,126.3,0.5154,0.4233,0.0922,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,LAA,TOR,away,False,,,,,,
2026-04-22,STL @ MIA,4.0,1.0,,0,119.0,0.486,0.4371,0.0489,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,MIA,STL,away,False,,,,,,
2026-04-22,MIN @ NYM,3.0,2.0,,0,134.7,0.4766,0.4084,0.0682,+130:+170,early,,+130:+170 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,NYM,MIN,away,False,,,,,,
2026-04-22,ATH @ SEA,5.0,4.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,SEA,ATH,,,,,,,,
2026-04-22,LAD @ SFG,3.0,0.0,,0,176.0,0.476,0.3475,0.1285,+170+,early,,+170+ excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,SFG,LAD,home,False,,,,,,
2026-04-22,BAL @ KCR,6.0,8.0,,0,-127.3,0.5408,0.5377,0.0031,-140:-115,early,,-140:-115 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,KCR,BAL,home,True,,,,,,
2026-04-22,CIN @ TBR,6.0,1.0,,0,115.3,0.4512,0.4461,0.0052,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,TBR,CIN,away,False,,,,,,
2026-04-23,CHW @ ARI,1.0,4.0,,0,-146.3,0.6225,0.5695,0.053,-180:-140,early,,-180:-140 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,ARI,CHW,home,True,,,,,,
2026-04-23,PIT @ TEX,6.0,1.0,,0,131.3,0.482,0.414,0.068,+130:+170,early,,+130:+170 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,TEX,PIT,away,False,,,,,,
2026-04-23,ATL @ WSN,2.0,7.0,,0,114.7,0.4555,0.447,0.0086,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,WSN,ATL,home,False,,,,,,
2026-04-23,LAD @ SFG,0.0,3.0,,0,129.3,0.4978,0.4182,0.0796,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,SFG,LAD,home,False,,,,,,
2026-04-23,NYY @ BOS,2.0,4.0,,0,129.3,0.4756,0.4173,0.0583,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,BOS,NYY,home,False,,,,,,
2026-04-23,MIN @ NYM,10.0,8.0,,0,-116.7,0.5151,0.5141,0.001,-140:-115,early,,-140:-115 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,NYM,MIN,home,True,,,,,,
2026-04-23,MIL @ DET,5.0,4.0,,0,188.3,0.4998,0.3319,0.1679,+170+,early,,+170+ excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,DET,MIL,away,False,,,,,,
2026-04-23,SDP @ COL,8.0,10.0,,0,129.7,0.4217,0.4169,0.0048,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,COL,SDP,home,False,,,,,,
2026-04-23,PHI @ CHC,8.0,7.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CHC,PHI,,,,,,,,
2026-04-24,SEA @ STL,2.0,3.0,,0,125.7,0.5127,0.4239,0.0888,+100:+130,early,,+100:+130 excluded by manual_mid_underdog_130_170_edge_3pct,manual_mid_underdog_130_170_edge_3pct,,0,100.0,STL,SEA,home,False,,,,,,
2026-04-24,MIN @ TBR,6.0,2.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,TBR,MIN,,,,,,,,
2026-04-24,DET @ CIN,9.0,8.0,,0,,,,,,,,missing odds,manual_mid_underdog_130_170_edge_3pct,,0,100.0,CIN,DET,,,,,,,,
