feature,bucket,games,bets,wins,win_rate,avg_value,avg_edge,staked,pnl,roi
home_sp_outs_last,high,84.0,84.0,42.0,0.5,26.821428571428573,0.06699047619047621,181.74,53.92,0.29668757565753273
away_sp_outs_last,low,138.0,138.0,54.0,0.391304347826087,14.44927536231884,0.09478333333333332,472.66999999999996,-55.22,-0.11682569234349546
away_sp_outs_last,mid,102.0,102.0,50.0,0.49019607843137253,20.794117647058822,0.07068431372549021,235.05,55.559999999999995,0.2363752393107849
away_sp_outs_last,high,84.0,84.0,42.0,0.5,26.821428571428573,0.06699047619047621,181.74,53.92,0.29668757565753273
sp_outs_last_diff,low,114.0,114.0,49.0,0.4298245614035088,-3.5964912280701755,0.09580175438596492,395.09,-9.699999999999992,-0.024551368042724425
sp_outs_last_diff,mid,126.0,126.0,55.0,0.4365079365079365,5.650793650793651,0.07379841269841271,311.19,14.180000000000009,0.04556701693499151
sp_outs_last_diff,high,84.0,84.0,42.0,0.5,11.035714285714286,0.06782261904761906,183.18000000000004,49.780000000000015,0.27175455835789936
home_barrel_pct,low,209.0,209.0,102.0,0.4880382775119617,0.06668509140868538,0.07099521531100479,485.52,103.03,0.21220547042346352
home_barrel_pct,mid,14.0,14.0,7.0,0.5,0.06977627767500261,0.08742857142857142,42.63,6.68,0.15669716162327
home_barrel_pct,high,106.0,106.0,41.0,0.3867924528301887,0.08061368312745777,0.09747075471698112,379.71000000000004,-35.21,-0.0927286613468173
away_barrel_pct,low,209.0,209.0,102.0,0.4880382775119617,0.06668509140868538,0.07099521531100479,485.52,103.03,0.21220547042346352
away_barrel_pct,mid,14.0,14.0,7.0,0.5,0.06977627767500261,0.08742857142857142,42.63,6.68,0.15669716162327
away_barrel_pct,high,106.0,106.0,41.0,0.3867924528301887,0.08061368312745777,0.09747075471698112,379.71000000000004,-35.21,-0.0927286613468173
hard_hit_pct_diff,low,217.0,217.0,110.0,0.5069124423963134,-0.030648095917456385,0.07045714285714286,498.53999999999996,141.18,0.28318690576483335
hard_hit_pct_diff,mid,2.0,2.0,0.0,0.0,-0.02438264899100985,0.09955,7.08,-7.08,-1.0
hard_hit_pct_diff,high,110.0,110.0,40.0,0.36363636363636365,0.001605051738883377,0.09914181818181816,402.24,-59.6,-0.14817024661893397
