side,games,avg_pred_prob,actual_win_rate,calibration_error,abs_calibration_error,direction,brier
away,2970,0.46736968494123887,0.45454545454545453,-0.012824230395784342,0.012824230395784342,overconfident,0.24450268080187776
home,2970,0.5326303150587611,0.5454545454545454,0.012824230395784286,0.012824230395784286,underconfident,0.24450268080187776
