Date,year,home_team,away_team,game_pk,home_lineup_ops_vs_sp,away_lineup_ops_vs_sp,home_opp_sp_is_lhp,away_opp_sp_is_lhp
2015-04-11,2015,SDP,SFG,413721.0,0.6969430894308943,,1.0,
2015-04-13,2015,BAL,NYY,413749.0,,0.6996752175904719,,1.0
2015-04-13,2015,LAD,SEA,413752.0,,0.7515792951541851,,0.0
2015-04-13,2015,SDP,ARI,413742.0,0.7166010733452595,,0.0,
2015-04-14,2015,BOS,WSN,413767.0,,0.7382559339525283,,0.0
2015-04-14,2015,TOR,TBR,413766.0,0.816485626508668,,0.0,
2015-04-14,2015,CHC,CIN,413758.0,,0.7259325867861142,,0.0
2015-04-15,2015,TEX,LAA,413768.0,0.7292255225522553,,1.0,
2015-04-16,2015,STL,MIL,413786.0,,0.768119087484303,,0.0
2015-04-17,2015,STL,CIN,413794.0,0.7563933771723814,,0.0,
2015-04-17,2015,CHC,SDP,413802.0,,0.7025232425005724,,0.0
2015-04-19,2015,TBR,NYY,413829.0,,0.7187553095345686,,0.0
2015-04-19,2015,CHC,SDP,413832.0,,0.7067468852459017,,1.0
2015-04-19,2015,SEA,TEX,413833.0,0.7479852996607614,,1.0,
2015-04-19,2015,TOR,ATL,413821.0,0.8040127317400044,,0.0,
2015-04-19,2015,WSN,PHI,413831.0,0.743932625863771,,0.0,
2015-04-20,2015,MIL,CIN,413836.0,,0.7316929115128449,,0.0
2015-04-21,2015,MIL,CIN,413847.0,0.744351343283582,,0.0,
2015-04-22,2015,COL,SDP,413870.0,,0.7166010733452595,,0.0
2015-04-23,2015,WSN,STL,413884.0,,0.7570478155339806,,0.0
2015-04-24,2015,CHW,KCR,413890.0,,0.7350239646836242,,0.0
2015-04-24,2015,SDP,LAD,413891.0,0.7152833092833093,,0.0,
2015-04-24,2015,NYY,NYM,413893.0,0.7190214460784314,,0.0,
2015-04-25,2015,SEA,MIN,413907.0,0.7348514357053684,,0.0,
2015-04-25,2015,TBR,TOR,413913.0,,0.7956829268292682,,0.0
2015-04-25,2015,MIA,WSN,413914.0,,0.7411328143430055,,0.0
2015-04-26,2015,CIN,CHC,413917.0,0.7189674796747967,,0.0,
2015-04-26,2015,MIL,STL,413926.0,0.7292168905950095,,0.0,
2015-04-27,2015,SDP,HOU,413933.0,0.7186411752448427,,0.0,
2015-04-28,2015,STL,PHI,413952.0,0.7468514824797844,,0.0,
2015-04-29,2015,SDP,HOU,413963.0,0.716307251908397,,1.0,
2015-04-29,2015,CIN,MIL,413965.0,0.6974580725907383,,0.0,
2015-04-29,2015,NYY,TBR,413971.0,0.7419538400318344,,1.0,
2015-04-30,2015,NYM,WSN,413981.0,,0.7365478664603139,,0.0
2015-04-30,2015,CLE,TOR,413980.0,,0.8516728791773779,,1.0
2015-04-30,2015,HOU,SEA,413979.0,,0.7481981469783112,,0.0
2015-05-01,2015,ATL,CIN,413985.0,,0.7384198062432722,,0.0
2015-05-01,2015,HOU,SEA,413993.0,0.756401469912724,,1.0,
2015-05-01,2015,TBR,BAL,,,,0.0,0.0
2015-05-02,2015,CHC,MIL,414003.0,,0.7290045610034207,,0.0
2015-05-02,2015,TBR,BAL,,,,0.0,0.0
2015-05-03,2015,TBR,BAL,,,,1.0,0.0
2015-05-03,2015,SDP,COL,414016.0,0.7161454248366014,,0.0,
2015-05-03,2015,STL,PIT,414022.0,0.7153816244239631,,0.0,
2015-05-05,2015,LAA,SEA,414050.0,,0.7588141552511416,,0.0
2015-05-05,2015,SFG,SDP,414049.0,,0.71333190433213,,0.0
2015-05-05,2015,WSN,MIA,414045.0,0.7444411971007716,,0.0,
2015-05-05,2015,TOR,NYY,414046.0,,0.7253382698636577,,0.0
2015-05-05,2015,PIT,CIN,414041.0,,0.7349985228951257,,1.0
2015-05-06,2015,HOU,TEX,414067.0,0.7382722077922078,,0.0,
2015-05-07,2015,PIT,CIN,414070.0,,0.7440345626975764,,0.0
2015-05-07,2015,MIL,LAD,414074.0,0.7519205091258404,,0.0,
2015-05-08,2015,ARI,SDP,414091.0,,0.7078078853046594,,0.0
2015-05-08,2015,PIT,STL,414092.0,,0.6646732729331823,,1.0
2015-05-10,2015,CHW,CIN,414113.0,,0.7494692960559161,,1.0
2015-05-10,2015,NYY,BAL,414110.0,0.7190214460784314,,0.0,
2015-05-10,2015,ARI,SDP,414121.0,,,,
2015-05-12,2015,ARI,WSN,414148.0,,0.7287676505312869,,0.0
2015-05-12,2015,MIL,CHW,414136.0,0.7341252624212736,,1.0,
2015-05-12,2015,CIN,ATL,414134.0,0.7388691817736404,,0.0,
2015-05-12,2015,SEA,SDP,414144.0,0.7230650263620386,,0.0,
2015-05-13,2015,SEA,SDP,414159.0,,0.7216864064602961,,0.0
2015-05-14,2015,CLE,STL,414172.0,,0.7565897191813422,,0.0
2015-05-15,2015,KCR,NYY,414184.0,,0.7032052777777779,,0.0
2015-05-16,2015,SDP,WSN,414204.0,0.71333190433213,,0.0,
2015-05-17,2015,SEA,BOS,414208.0,,,,
2015-05-17,2015,SDP,WSN,414219.0,,0.7374091483447055,,0.0
2015-05-17,2015,CIN,SFG,414216.0,0.7350666950777753,,0.0,
2015-05-18,2015,DET,MIL,414223.0,,0.7491658925016589,,1.0
2015-05-19,2015,NYM,STL,414239.0,,0.663557320441989,,1.0
2015-05-19,2015,SDP,CHC,414229.0,0.7262303567265097,,0.0,
2015-05-22,2015,NYY,TEX,414283.0,0.7297959777718973,,0.0,
2015-05-22,2015,LAD,SDP,414279.0,,0.7240116335433834,,0.0
2015-05-23,2015,BOS,LAA,414284.0,0.81174704595186,,1.0,
2015-05-23,2015,CLE,CIN,414287.0,,0.7140383795309168,,0.0
2015-05-23,2015,WSN,PHI,414293.0,0.7376245353159852,,1.0,
2015-05-23,2015,ATL,MIL,414289.0,,0.7585221763795771,,0.0
2015-05-23,2015,TOR,SEA,414295.0,,0.7548350604490501,,1.0
2015-05-24,2015,LAD,SDP,414309.0,,0.6698189727757508,,0.0
2015-05-24,2015,KCR,STL,414312.0,,0.749314882252974,,0.0
2015-05-26,2015,CIN,COL,414333.0,0.7441428571428572,,1.0,
2015-05-27,2015,LAA,SDP,414354.0,,0.7081841234840133,,0.0
2015-05-27,2015,MIL,SFG,414356.0,0.7639624261943101,,0.0,
2015-05-27,2015,NYY,KCR,414351.0,0.7266764505119453,,0.0,
2015-05-28,2015,SEA,CLE,414361.0,0.7577762645914398,,0.0,
2015-05-29,2015,TEX,BOS,414367.0,,0.7398867595818815,,0.0
2015-05-29,2015,SDP,PIT,414376.0,0.7232994818652849,,1.0,
2015-05-29,2015,CIN,WSN,414379.0,,,,
2015-05-30,2015,STL,LAD,414388.0,0.7606737442922374,,0.0,
2015-05-31,2015,CIN,WSN,414409.0,0.7351606309708953,,0.0,
2015-06-01,2015,SDP,NYM,414417.0,0.6842207298530157,,0.0,
2015-06-01,2015,STL,MIL,414414.0,,0.7127774919614147,,1.0
2015-06-01,2015,SEA,NYY,414416.0,,0.7214357516488514,,0.0
2015-06-03,2015,SDP,NYM,414446.0,0.7122516833062456,,0.0,
2015-06-04,2015,LAD,STL,414459.0,,0.7590860482467048,,0.0
2015-06-04,2015,PHI,CIN,414454.0,,0.7247222344888496,,0.0
2015-06-04,2015,BOS,MIN,414456.0,0.7713126072041165,,1.0,
2015-06-06,2015,CIN,SDP,414486.0,,,,
2015-06-07,2015,MIN,MIL,414497.0,,0.7465411365564038,,0.0
2015-06-09,2015,ATL,SDP,414523.0,,0.7216604967197751,,0.0
2015-06-09,2015,CIN,PHI,414522.0,0.7236808846761453,,0.0,
2015-06-09,2015,COL,STL,414526.0,,0.6903880017263703,,1.0
2015-06-11,2015,ATL,SDP,414548.0,,0.7301080648846242,,0.0
2015-06-11,2015,CHC,CIN,414546.0,,0.7406109643328931,,1.0
2015-06-12,2015,BAL,NYY,414562.0,,0.7130740643120717,,0.0
2015-06-12,2015,MIL,WSN,414567.0,0.7571536737235367,,0.0,
2015-06-14,2015,CHC,CIN,414586.0,,0.725604090194022,,1.0
2015-06-14,2015,SDP,LAD,414590.0,0.728288306010929,,0.0,
2015-06-16,2015,DET,CIN,414616.0,,0.7215275766016713,,1.0
2015-06-16,2015,SDP,ATH,414623.0,0.719840077071291,,1.0,
2015-06-16,2015,STL,MIN,414621.0,0.7647204751921732,,0.0,
2015-06-17,2015,NYY,MIA,414634.0,0.7057264509990485,,0.0,
2015-06-17,2015,KCR,MIL,414635.0,,0.7180297567954219,,0.0
2015-06-18,2015,LAD,TEX,414657.0,,0.7360505050505051,,0.0
2015-06-19,2015,ARI,SDP,414668.0,,0.7306889239792466,,0.0
2015-06-20,2015,CIN,MIA,414679.0,0.7352014995313965,,1.0,
2015-06-21,2015,CIN,MIA,414694.0,0.7415366410629022,,0.0,
2015-06-21,2015,PHI,STL,414700.0,,0.6887005227781926,,1.0
2015-06-21,2015,ARI,SDP,414698.0,,0.723973348783314,,0.0
2015-06-22,2015,NYY,PHI,414708.0,0.7176403361344539,,0.0,
2015-06-23,2015,WSN,ATL,414711.0,0.7623291962174942,,1.0,
2015-06-23,2015,MIL,NYM,414719.0,0.7038098471986417,,1.0,
2015-06-24,2015,LAA,HOU,414731.0,0.7489307768924303,,0.0,
2015-06-25,2015,SFG,SDP,414749.0,,0.7128811188811189,,0.0
2015-06-25,2015,PIT,CIN,414744.0,,0.7405249015520036,,0.0
2015-06-27,2015,NYM,CIN,414771.0,,0.7490465411466046,,0.0
2015-06-27,2015,SDP,ARI,414766.0,0.7217231321516716,,0.0,
2015-06-27,2015,STL,CHC,414770.0,0.7602433264887064,,0.0,
2015-06-28,2015,PHI,WSN,414780.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414795.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414780.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414795.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414780.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414795.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414780.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414795.0,,0.7277982832618025,,0.0
2015-06-28,2015,NYM,CIN,414786.0,0.7253289124668435,,0.0,
2015-06-28,2015,PHI,WSN,414780.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414795.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414780.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414795.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414780.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414795.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414780.0,,0.7277982832618025,,0.0
2015-06-28,2015,PHI,WSN,414795.0,,0.7277982832618025,,0.0
2015-06-28,2015,MIL,MIN,414791.0,0.706693820224719,,1.0,
2015-06-28,2015,HOU,NYY,414792.0,,0.7304244006646095,,0.0
2015-06-30,2015,CIN,MIN,414813.0,0.7425240524781339,,0.0,
2015-06-30,2015,LAA,NYY,414814.0,0.7560502250651504,,0.0,
2015-07-01,2015,SDP,SEA,414831.0,0.6983554006968642,,0.0,
2015-07-03,2015,STL,SDP,414857.0,,,,
2015-07-03,2015,CIN,MIL,414853.0,,,,
2015-07-04,2015,WSN,SFG,414874.0,0.7794074803149607,,1.0,
2015-07-04,2015,NYY,TBR,414875.0,0.6949143351600807,,0.0,
2015-07-05,2015,LAD,NYM,414885.0,,0.7447291311754685,,0.0
2015-07-06,2015,WSN,CIN,414894.0,,0.7415366410629022,,0.0
2015-07-06,2015,PIT,SDP,414899.0,,0.7032777903554448,,0.0
2015-07-07,2015,COL,LAA,414903.0,,0.7604011834319527,,0.0
2015-07-08,2015,PIT,SDP,414929.0,,0.68191181736795,,0.0
2015-07-08,2015,MIL,ATL,414920.0,0.7528115209701869,,0.0,
2015-07-08,2015,CHC,STL,414930.0,,0.7293856068743287,,0.0
2015-07-09,2015,MIA,CIN,414935.0,,0.7418966486486487,,0.0
2015-07-10,2015,BOS,NYY,414951.0,,0.7249393869019972,,0.0
2015-07-11,2015,TEX,SDP,414969.0,,0.7226838830118233,,0.0
2015-07-12,2015,SEA,LAA,414973.0,,0.7534662983425414,,0.0
2015-07-17,2015,SDP,COL,414993.0,0.7400608604407135,,1.0,
2015-07-17,2015,MIL,PIT,414999.0,0.7638476052249636,,0.0,
2015-07-18,2015,NYY,SEA,415015.0,0.7395184729064039,,0.0,
2015-07-18,2015,CIN,CLE,415007.0,0.7391404460518384,,0.0,
2015-07-20,2015,CIN,CHC,415035.0,0.7449443616492797,,1.0,
2015-07-20,2015,LAA,BOS,415020.0,,,,
2015-07-20,2015,LAA,BOS,415034.0,,,,
2015-07-20,2015,LAA,BOS,415020.0,,,,
2015-07-20,2015,LAA,BOS,415034.0,,,,
2015-07-20,2015,LAA,BOS,415020.0,,,,
2015-07-20,2015,LAA,BOS,415034.0,,,,
2015-07-20,2015,LAA,BOS,415020.0,,,,
2015-07-20,2015,LAA,BOS,415034.0,,,,
2015-07-20,2015,LAA,BOS,415020.0,,,,
2015-07-20,2015,LAA,BOS,415034.0,,,,
2015-07-20,2015,LAA,BOS,415020.0,,,,
2015-07-20,2015,LAA,BOS,415034.0,,,,
2015-07-20,2015,LAA,BOS,415020.0,,,,
2015-07-20,2015,LAA,BOS,415034.0,,,,
2015-07-20,2015,LAA,BOS,415020.0,,,,
2015-07-20,2015,LAA,BOS,415034.0,,,,
2015-07-21,2015,CHW,STL,415055.0,,0.7137171758876961,,1.0
2015-07-22,2015,SDP,SFG,415069.0,0.6988570055275175,,0.0,
2015-07-23,2015,ARI,MIL,415079.0,,0.7622633371169125,,0.0
2015-07-24,2015,COL,CIN,415087.0,,0.7427220283786927,,0.0
2015-07-24,2015,MIN,NYY,415093.0,,0.7343540848389631,,0.0
2015-07-24,2015,SDP,MIA,415091.0,0.7086574386133847,,0.0,
2015-07-25,2015,BOS,DET,415103.0,0.7604735077129442,,0.0,
2015-07-26,2015,LAA,TEX,415126.0,0.7761296089385477,,0.0,
2015-07-26,2015,STL,ATL,415114.0,0.7588407879490151,,0.0,
2015-07-26,2015,COL,CIN,415117.0,,0.6688908010012514,,0.0
2015-07-28,2015,NYM,SDP,415151.0,,0.7148408290965975,,0.0
2015-07-29,2015,STL,CIN,415157.0,,0.7415366410629022,,0.0
2015-07-29,2015,SFG,MIL,415161.0,,0.7716112128146453,,0.0
2015-07-30,2015,NYM,SDP,415178.0,,0.729335059554635,,1.0
2015-07-30,2015,BOS,CHW,415170.0,0.8068290398126463,,1.0,
2015-07-31,2015,STL,COL,415186.0,0.7524278096800656,,0.0,
2015-07-31,2015,CIN,PIT,415190.0,0.7502940170940171,,1.0,
2015-08-01,2015,LAD,LAA,415196.0,,0.7131166854565952,,1.0
2015-08-02,2015,MIA,SDP,415221.0,,0.7160723244147157,,0.0
2015-08-02,2015,BAL,DET,415217.0,,0.71378383749172,,0.0
2015-08-04,2015,CIN,STL,415250.0,0.7415366410629022,,0.0,
2015-08-04,2015,MIL,SDP,415247.0,,0.6948999322340186,,0.0
2015-08-05,2015,NYY,BOS,415254.0,,0.7413518910030538,,0.0
2015-08-06,2015,CIN,STL,415276.0,,,,
2015-08-07,2015,SDP,PHI,415287.0,0.7175946771378708,,0.0,
2015-08-07,2015,LAA,BAL,415277.0,0.7515587676725047,,0.0,
2015-08-07,2015,DET,BOS,415278.0,0.7197308090213118,,0.0,
2015-08-08,2015,WSN,COL,415296.0,0.7382343936857211,,0.0,
2015-08-09,2015,ATH,HOU,415312.0,,0.73138750887154,,0.0
2015-08-09,2015,ARI,CIN,415310.0,,0.7291789354473386,,1.0
2015-08-09,2015,SDP,PHI,415317.0,0.71367030823254,,0.0,
2015-08-11,2015,MIA,BOS,415332.0,,0.7370886157826649,,1.0
2015-08-11,2015,SDP,CIN,415333.0,,0.7275962473940236,,0.0
2015-08-12,2015,CHW,LAA,415344.0,,0.7324716786817714,,1.0
2015-08-12,2015,KCR,DET,415350.0,,0.7181938468656026,,0.0
2015-08-12,2015,SDP,CIN,415348.0,0.7163718109577581,,0.0,
2015-08-12,2015,STL,PIT,415356.0,0.7614469047619047,,0.0,
2015-08-13,2015,SFG,WSN,415367.0,,0.7377653163041309,,0.0
2015-08-15,2015,COL,SDP,415394.0,,0.7199004653567734,,0.0
2015-08-16,2015,HOU,DET,415403.0,0.8057710344827586,,1.0,
2015-08-16,2015,LAD,CIN,415401.0,,0.7418966486486487,,0.0
2015-08-17,2015,STL,SFG,415421.0,0.7521391891891892,,0.0,
2015-08-17,2015,LAA,CHW,415415.0,0.7208442993470617,,1.0,
2015-08-18,2015,SDP,ATL,415424.0,0.7336188420518029,,0.0,
2015-08-19,2015,CHC,DET,415442.0,,0.827760837070254,,1.0
2015-08-19,2015,COL,WSN,415452.0,,0.8069904761904763,,1.0
2015-08-21,2015,HOU,LAD,415469.0,0.7809328081556995,,1.0,
2015-08-21,2015,SDP,STL,415475.0,0.7183707995365006,,0.0,
2015-08-22,2015,LAA,TOR,415493.0,0.6884385313531353,,0.0,
2015-08-22,2015,CIN,ARI,415479.0,0.7464512521274008,,0.0,
2015-08-23,2015,SDP,STL,415505.0,,0.7425164545853445,,0.0
2015-08-25,2015,WSN,SDP,415529.0,,,,
2015-08-26,2015,NYY,HOU,415537.0,0.7520244493392071,,0.0,
2015-08-27,2015,WSN,SDP,415554.0,,0.7325123456790125,,0.0
2015-08-27,2015,CIN,LAD,415550.0,0.7477431906614785,,0.0,
2015-08-28,2015,SFG,STL,415572.0,,0.7578807339449541,,0.0
2015-08-28,2015,CLE,LAA,415558.0,,0.7850116161616161,,0.0
2015-08-29,2015,MIN,HOU,415580.0,,0.7415255033557047,,0.0
2015-08-30,2015,PHI,SDP,415600.0,,0.715579392338177,,0.0
2015-08-30,2015,WSN,MIA,415597.0,0.8045561224489797,,1.0,
2015-08-31,2015,CHC,CIN,415605.0,,0.7594807796426638,,0.0
2015-09-01,2015,BOS,NYY,415622.0,,0.7081471305118547,,0.0
2015-09-01,2015,SDP,TEX,415628.0,0.7434865972879218,,0.0,
2015-09-01,2015,CHC,CIN,415618.0,,0.759085356303837,,0.0
2015-09-02,2015,ATH,LAA,415630.0,,0.751044546436285,,0.0
2015-09-04,2015,SDP,LAD,415656.0,0.7325958376156217,,0.0,
2015-09-06,2015,MIA,NYM,415689.0,,0.7310513824321018,,0.0
2015-09-06,2015,SDP,LAD,415686.0,0.7270378214826021,,1.0,
2015-09-06,2015,CIN,MIL,415687.0,0.7581657231085949,,0.0,
2015-09-07,2015,ATH,HOU,415701.0,,0.811068862275449,,1.0
2015-09-07,2015,CIN,PIT,415706.0,0.7423487282463186,,1.0,
2015-09-07,2015,NYY,BAL,415697.0,0.7248430890309888,,1.0,
2015-09-08,2015,LAA,LAD,415717.0,0.7151851239669421,,1.0,
2015-09-08,2015,STL,CHC,415713.0,0.7659552028218696,,0.0,
2015-09-09,2015,WSN,NYM,415735.0,0.7510221393034826,,0.0,
2015-09-09,2015,SDP,COL,415730.0,0.6362110009017132,,1.0,
2015-09-11,2015,ATL,NYM,415757.0,,0.7935507626310773,,0.0
2015-09-11,2015,SFG,SDP,415759.0,,0.7410484061393152,,0.0
2015-09-12,2015,NYY,TOR,415747.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415776.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415747.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415776.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415747.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415776.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415747.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415776.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415747.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415776.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415747.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415776.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415747.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415776.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415747.0,0.719662038126618,,0.0,
2015-09-12,2015,NYY,TOR,415776.0,0.719662038126618,,0.0,
2015-09-12,2015,CIN,STL,415775.0,0.7407056641108087,,0.0,
2015-09-13,2015,SEA,COL,415780.0,0.7604239444765761,,0.0,
2015-09-13,2015,CIN,STL,415790.0,,0.755327842290035,,0.0
2015-09-13,2015,LAA,HOU,415782.0,,,,
2015-09-14,2015,ARI,SDP,415803.0,,0.7305744058500915,,0.0
2015-09-15,2015,PHI,WSN,415819.0,,0.751147604859042,,0.0
2015-09-16,2015,ARI,SDP,415831.0,,0.7086836808051761,,1.0
2015-09-16,2015,SFG,CIN,415823.0,,0.7325159491412,,0.0
2015-09-16,2015,MIN,DET,415825.0,,0.7208768138314293,,0.0
2015-09-18,2015,NYM,NYY,415852.0,0.7585638677981242,,0.0,
2015-09-18,2015,TEX,SEA,415857.0,,0.7550148834597024,,0.0
2015-09-18,2015,HOU,ATH,415853.0,0.7815164296223639,,1.0,
2015-09-19,2015,CHC,STL,415873.0,,0.6890603123317178,,1.0
2015-09-19,2015,MIN,LAA,415844.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415859.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415844.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415859.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415844.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415859.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415844.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415859.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415844.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415859.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415844.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415859.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415844.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415859.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415844.0,,0.7510445464362852,,0.0
2015-09-19,2015,MIN,LAA,415859.0,,0.7510445464362852,,0.0
2015-09-19,2015,NYM,NYY,415867.0,,0.711776157082749,,0.0
2015-09-20,2015,COL,SDP,415886.0,,0.7327164253619571,,0.0
2015-09-20,2015,WSN,MIA,415881.0,0.7769027027027027,,1.0,
2015-09-20,2015,MIL,CIN,415879.0,,0.7387612738853503,,0.0
2015-09-22,2015,DET,CHW,415903.0,0.8567149245388486,,1.0,
2015-09-23,2015,HOU,LAA,415914.0,0.7394413601665509,,0.0,
2015-09-23,2015,SDP,SFG,415926.0,0.7328539429272783,,0.0,
2015-09-24,2015,NYY,CHW,415930.0,0.7299412429378531,,1.0,
2015-09-24,2015,CIN,NYM,415933.0,,0.7746831882116544,,0.0
2015-09-24,2015,STL,MIL,415932.0,0.7724147883452447,,0.0,
2015-09-24,2015,KCR,SEA,415936.0,,0.7856878534268266,,0.0
2015-09-25,2015,CIN,NYM,415948.0,0.7483697513249081,,0.0,
2015-09-26,2015,WSN,PHI,415964.0,0.7638378957391097,,0.0,
2015-09-26,2015,LAA,SEA,415966.0,0.7624630793401415,,0.0,
2015-09-27,2015,SDP,ARI,415970.0,0.7342862272377533,,0.0,
2015-09-29,2015,SEA,HOU,415997.0,,0.800105388650453,,1.0
2015-09-29,2015,TEX,DET,415996.0,,0.7999126394052043,,1.0
2015-09-29,2015,NYY,BOS,415993.0,0.7393529921942757,,0.0,
2015-09-30,2015,CIN,CHC,416009.0,0.6266147473073738,,1.0,
2015-09-30,2015,SDP,MIL,416016.0,0.6906906598114824,,0.0,
2015-09-30,2015,PIT,STL,416005.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416020.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416005.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416020.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416005.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416020.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416005.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416020.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416005.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416020.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416005.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416020.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416005.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416020.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416005.0,,0.7000873258579681,,0.0
2015-09-30,2015,PIT,STL,416020.0,,0.7000873258579681,,0.0
2015-10-01,2015,TEX,LAA,416023.0,,0.7284190124596216,,1.0
2015-10-01,2015,ATL,WSN,416034.0,,0.759599825885084,,0.0
2016-04-05,2016,PIT,STL,446910.0,,0.7453055961070559,,1.0
2016-04-05,2016,SDP,LAD,446884.0,0.7411818710052295,,1.0,
2016-04-05,2016,LAA,CHC,446880.0,0.7488889411764705,,1.0,
2016-04-06,2016,NYY,HOU,446893.0,0.7173417498532002,,0.0,
2016-04-06,2016,ATL,WSN,446902.0,,0.7584319306930694,,0.0
2016-04-06,2016,SDP,LAD,446894.0,0.6990817069997398,,0.0,
2016-04-07,2016,CIN,PHI,446909.0,0.7757049353391395,,0.0,
2016-04-07,2016,NYY,HOU,446906.0,,0.7584439741035855,,0.0
2016-04-10,2016,TOR,BOS,446942.0,,0.836396004480956,,0.0
2016-04-10,2016,COL,SDP,446953.0,,0.6912162822252375,,0.0
2016-04-11,2016,PHI,SDP,446966.0,,0.6610075167785234,,0.0
2016-04-11,2016,NYM,MIA,446963.0,0.7579425087108014,,0.0,
2016-04-11,2016,STL,MIL,446964.0,0.783393181818182,,0.0,
2016-04-12,2016,HOU,KCR,446972.0,0.7635231153685964,,0.0,
2016-04-13,2016,TOR,NYY,446992.0,,0.7296939748591244,,1.0
2016-04-14,2016,WSN,ATL,446997.0,0.7866185466112062,,0.0,
2016-04-15,2016,SDP,ARI,447007.0,0.6764515760621288,,0.0,
2016-04-16,2016,SDP,ARI,447022.0,0.6608515118790497,,0.0,
2016-04-17,2016,BOS,TOR,447050.0,0.8244825470700234,,0.0,
2016-04-17,2016,CLE,NYM,447047.0,,0.7597041793135652,,0.0
2016-04-17,2016,STL,CIN,447041.0,0.8109174828599411,,0.0,
2016-04-17,2016,HOU,DET,447043.0,0.7465839538794139,,0.0,
2016-04-19,2016,CIN,COL,447061.0,0.7512266591676041,,1.0,
2016-04-19,2016,MIA,WSN,447073.0,,0.755659969088099,,1.0
2016-04-19,2016,NYY,ATH,447068.0,0.7290364321608042,,1.0,
2016-04-21,2016,SDP,PIT,447098.0,0.6791841155234657,,0.0,
2016-04-22,2016,SDP,STL,447115.0,0.6685990566037736,,0.0,
2016-04-22,2016,HOU,BOS,447104.0,,0.82423877987177,,0.0
2016-04-23,2016,HOU,BOS,447119.0,0.7797790118728456,,0.0,
2016-04-23,2016,ATL,NYM,447125.0,,0.7647607242339833,,0.0
